id,city,gugun,dong,x,y,latitude,longitude
2871031000,인천광역시,강화군,선원면,51,130,37.71050555555556,126.48688611111112
2871032000,인천광역시,강화군,불은면,51,129,37.68385555555555,126.48241944444445
2871033000,인천광역시,강화군,길상면,51,128,37.637825,126.49316666666668
2871034000,인천광역시,강화군,화도면,50,128,37.628908333333335,126.42227777777778
2871035000,인천광역시,강화군,양도면,50,129,37.65998611111111,126.42415555555556
2871036000,인천광역시,강화군,내가면,50,130,37.7166,126.39188611111112
2871037000,인천광역시,강화군,하점면,50,131,37.77193888888889,126.41364166666668
2871038000,인천광역시,강화군,양사면,50,132,37.795825,126.41021944444444
2871039000,인천광역시,강화군,송해면,51,131,37.761775,126.46544166666666
2871040000,인천광역시,강화군,교동면,48,131,37.77744166666667,126.28261111111112
2871041000,인천광역시,강화군,삼산면,49,130,37.70068055555556,126.322875
2871042000,인천광역시,강화군,서도면,47,128,37.64758055555556,126.24210833333332
2872031000,인천광역시,옹진군,북도면,50,126,37.529675,126.42913333333334
2872033000,인천광역시,옹진군,백령면,21,135,37.9741764,124.7186911
2872034000,인천광역시,옹진군,대청면,21,132,37.8256,124.7141
2872035000,인천광역시,옹진군,덕적면,46,119,37.22358055555556,126.14888888888888
2872036000,인천광역시,옹진군,영흥면,51,120,37.25293888888889,126.48591111111112
2872037000,인천광역시,옹진군,자월면,48,120,37.24825,126.31321944444444
2872038000,인천광역시,옹진군,연평면,38,129,37.66238888888888,125.70410833333334
