latitude,link_id,longitude
37.506935,1663190801,126.73486
37.39853,1650027200,126.6894
37.419704,1640025800,126.69578
37.426086,1640049200,126.64482
37.461205,1650276900,126.697586
37.614964,1680083600,126.68327
37.397762,1640141100,126.65227
37.390522,1640137600,126.65057
37.401257,1640243800,126.655426
37.40219,1640243800,126.65607
37.40298,1640243800,126.656586
37.403755,1640243800,126.65711
37.405506,1640244200,126.65826
37.43476,1630011803,126.64729
37.436386,1630166900,126.64873
37.47845,1680494000,126.671486
37.489555,1680024100,126.678925
37.486065,1680022201,126.680244
37.483807,1680001000,126.67721
37.526062,1680286300,126.66932
37.529243,1680287500,126.669525
37.52616,1680517001,126.67301
37.39512,1640002700,126.669815
37.39258,1640128500,126.6465
37.525566,1670001200,126.727974
37.511948,1663009502,126.74263
37.505894,2420017300,126.751915
37.398342,1640142900,126.652534
37.50422,2420056300,126.76658
37.50937,2420032700,126.75481
37.51683,1660046002,126.74457
37.51721,1660046600,126.73821
37.54365,1670221500,126.71811
37.55164,1680496800,126.69268
37.551918,1680496800,126.68861
37.550713,1680007001,126.67722
37.549957,1680007001,126.67723
37.49629,1680027700,126.67577
37.463627,1630171301,126.6732
37.455643,1630172801,126.68004
37.427322,1640051401,126.6594
37.427826,1640052000,126.65685
37.430725,1640053100,126.647316
37.425987,1640047900,126.667725
37.426296,1640050400,126.66646
37.436012,1650045503,126.718315
37.423138,1640042400,126.696976
37.479527,1660010500,126.71043
37.45499,1650062000,126.70188
37.45224,1650058102,126.70147
37.40285,1640243400,126.656586
37.424713,1640273100,126.68286
37.419777,1640025800,126.69585
37.411613,1650034400,126.71327
37.42112,1640035900,126.69691
37.41329,1650036600,126.71251
37.423412,1640324901,126.68866
37.42074,1640034000,126.69682
37.41959,1640025800,126.69566
37.514915,1660043500,126.73911
37.397312,1640088800,126.634254
37.39386,1640140900,126.65104
37.398808,1640141700,126.6516
37.42174,1640036600,126.69323
37.421738,1640036600,126.69326
37.48023,1620000101,126.64558
37.472,1610254900,126.63019
37.46581,1630043500,126.6901
37.427246,1640048000,126.670395
37.42361,1640043800,126.668915
37.400105,1640243700,126.65461
37.393623,1640138700,126.65062
37.402885,1640243400,126.656624
37.412178,1640245800,126.66276
37.419342,1640030400,126.6786
37.419342,1640030400,126.6786
37.420498,1640033703,126.67123
37.42199,1640038100,126.66812
37.42471,1640046301,126.67646
37.41804,1640021900,126.67837
37.426853,1640050600,126.645226
37.426067,1640049504,126.65128
37.425743,1640048700,126.65359
37.4315,1640050302,126.69865
37.422176,1650044500,126.71348
37.465763,1650070703,126.6932
37.468056,1663185000,126.70205
37.476826,1650010800,126.709854
37.389893,1640116000,126.643555
37.40244,1640243400,126.65631
37.412113,1640245800,126.66276
37.416733,1640247800,126.66563
37.42769,1640051300,126.66275
37.409725,1640065300,126.64915
37.42611,1640049504,126.65124
37.426876,1640271500,126.65602
37.426857,1640272100,126.65601
37.454857,1650019100,126.73281
37.417316,1640023200,126.67203
37.401634,1650091002,126.72413
37.465847,1650014401,126.68982
37.465843,1650014302,126.68976
37.450405,1610021203,126.624985
37.464214,1630045200,126.67259
37.464996,1630046302,126.66537
37.452465,1630028200,126.647995
37.442413,1630011701,126.649826
37.474903,1680493000,126.678474
37.462387,1630041100,126.64192
37.459286,1610025700,126.63108
37.415714,1640319500,126.62352
37.4021,1640243800,126.65601
37.40291,1640243800,126.65657
37.40387,1640243400,126.65721
37.41696,1640023100,126.672646
37.416885,1640020202,126.67278
37.43221,1650351000,126.766365
37.43785,2240021700,126.8175
37.440365,2130002500,126.83767
37.42801,2080117900,126.895615
37.42911,2080117900,126.89587
37.429577,2080117900,126.89599
37.47948,1220000600,127.06552
37.461975,1210072300,127.01865
37.43207,2130001401,126.897415
37.429985,2080161600,126.89646
37.42503,2130001200,126.887695
37.425102,2130001200,126.887436
37.427986,2130001200,126.88015
37.43149,1650351100,126.76591
37.422947,1640040000,126.70141
37.42302,1640041000,126.700485
37.422993,1640040400,126.69333
37.423393,1640324901,126.68877
37.423393,1640324901,126.68877
37.418068,1640021900,126.67837
37.41754,1640021900,126.67789
37.423218,1640041100,126.69972
37.40221,1650029300,126.694664
37.45859,1650008402,126.72788
37.458664,1650008402,126.72778
37.403,1640010800,126.67081
37.439037,2240023101,126.790955
37.439747,2240107100,126.79293
37.42321,1640039100,126.673996
37.445023,1650006200,126.75973
37.447258,1650017600,126.748085
37.46428,1650069600,126.70818
37.452538,1650057302,126.708244
37.413666,1640019100,126.68936
37.41302,1640016101,126.67616
37.40862,1650032800,126.70048
37.408566,1650033200,126.70267
37.389767,1650258200,126.68671
37.382717,1640147300,126.65718
37.402287,1640243800,126.65609
37.41794,1640024700,126.649994
37.42749,1640051300,126.66339
37.47013,1650071800,126.690315
37.47305,1680011102,126.68423
37.48077,1680021700,126.68833
37.480217,1680021700,126.68893
37.284424,2010099700,126.94954
37.4261,1640049000,126.69905
37.416145,1640020802,126.65683
37.153034,2230344400,127.08546
37.1273,2140957800,127.09668
37.10628,2430279101,127.11631
37.104057,2430279101,127.1173
37.427288,1640051501,126.66058
37.41664,1640020202,126.67314
37.019634,2140956500,127.14318
36.985096,2310797600,127.158104
36.982582,2310797600,127.16
36.942993,3020477200,127.18965
36.941795,3020477200,127.189606
36.926834,3020477200,127.18917
36.919453,3020477200,127.18907
36.916965,3020477200,127.189095
37.52408,1670150500,126.69219
37.420906,1640034100,126.6968
37.460487,1630036400,126.68019
37.460487,1630036400,126.68019
37.430943,1640053300,126.6462
37.43232,1640001600,126.64659
36.85856,3020421100,127.14893
36.849236,3020411300,127.123886
37.37294,1640299300,126.66707
37.401737,1650027400,126.69536
37.401737,1650027400,126.69536
37.41855,1650039400,126.70784
37.44312,1650050100,126.7041
37.460415,1630036400,126.68019
37.448593,1650012100,126.69623
37.457863,1630034900,126.689125
37.464237,1630171301,126.6733
37.442467,1630016900,126.692
37.451195,1630026100,126.682816
37.4388,1650047500,126.70554
