latitude,link_id,longitude
37.433483,1650004500,126.72433
37.375248,1640095100,126.636856
37.41297,1640246600,126.66351
37.393803,1640248700,126.665405
37.403435,1640322301,126.62975
37.39626,1640087300,126.63331
37.39626,1640087300,126.63331
37.393326,1640090700,126.63492
37.39901,1640008700,126.67395
37.401775,1650028602,126.68248
37.388466,1650000800,126.71179
37.385944,1650222000,126.71412
37.39609,1650026302,126.69439
37.395576,1650026302,126.695526
37.40868,1650032800,126.70063
37.409725,1650034800,126.7014
37.428146,1640050303,126.699036
37.431187,1640050302,126.69875
37.435684,1640001900,126.69919
37.434967,1640320400,126.70395
37.410835,1640014900,126.66817
37.410908,1640014900,126.66806
37.411083,1640015500,126.66604
37.411083,1640015500,126.66604
37.41774,1640023402,126.67343
37.43166,1650081800,126.71059
37.431683,1650016700,126.708176
37.383797,1640147500,126.65853
37.38045,1640144500,126.6545
37.380474,1640144500,126.65446
37.390472,1640096100,126.63811
37.390118,1640102700,126.63873
37.388573,1640116000,126.64209
37.39807,1640141400,126.65229
37.456596,1610025100,126.60682
37.407238,1640012600,126.67709
37.425884,1640049404,126.65216
37.396065,1640087300,126.633224
37.396095,1640087300,126.63322
37.40273,1640243800,126.65646
37.406826,1640243400,126.65919
37.41289,1640246800,126.6633
37.418438,1640024400,126.66674
37.42323,1640041200,126.70106
37.421085,1640035900,126.69687
37.421085,1640035900,126.69687
37.4264,1640050204,126.69878
37.420643,1640034000,126.69672
37.419495,1640025800,126.69556
37.418808,1640025500,126.69237
37.418804,1640024100,126.69213
37.41793,1640022500,126.68306
37.42602,1640047400,126.667366
37.432865,1640050201,126.69816
37.443073,1650050200,126.70517
37.4574,1650330700,126.70855
37.478127,1660010400,126.71026
37.480274,1660010400,126.70987
37.486748,1660013000,126.70781
37.5114,1660035600,126.72066
37.45231,1630028100,126.647934
37.485336,1660011103,126.708115
37.47779,1650010901,126.71026
37.47863,1650010901,126.710556
37.44529,1630020400,126.67377
37.44529,1630020400,126.67377
37.452366,1650057302,126.70807
37.44799,1630022702,126.681404
37.44299,1650050100,126.706085
37.44299,1650050100,126.706085
37.443054,1630014302,126.70028
37.465,1630043600,126.68993
37.474987,1660000401,126.68907
37.474987,1660000401,126.68907
37.44007,1630013901,126.69386
37.476017,1660000401,126.68767
37.481213,1680000303,126.68081
37.48126,1680000303,126.68074
37.484753,1680022501,126.66886
37.443165,1650050200,126.70414
37.462276,1650066900,126.70815
37.48678,1660013000,126.7078
37.48565,1680022201,126.68025
37.483444,1680000402,126.68018
37.476395,1680493600,126.68749
37.474884,1660000301,126.68952
37.474712,1660000301,126.68976
37.473118,1660000202,126.69192
37.472416,1660000202,126.6929
37.472027,1660000202,126.69341
37.472027,1660000202,126.69341
37.469788,1660000201,126.69685
37.469788,1660000201,126.69685
37.530308,1670011800,126.73163
37.490322,1680003000,126.67533
37.463608,1630171301,126.67321
37.463455,1630171301,126.67313
37.455673,1630172801,126.680046
37.481277,1620004902,126.639626
37.48571,1620001900,126.63047
37.48331,1620004301,126.61849
37.477535,1610029600,126.61659
37.473,1610029800,126.61681
37.426132,1640049000,126.69901
37.423386,1640324901,126.68878
37.462914,1610309100,126.63702
37.457558,1610025601,126.633896
37.461666,1630170101,126.67179
37.419704,1640025800,126.69575
37.525513,1670001200,126.723045
37.418625,1640027900,126.681305
37.531998,1670014103,126.7382
37.550583,1670225501,126.743095
37.55645,1670030808,126.744934
37.563023,1670032005,126.74244
37.572807,1670224401,126.74291
37.5733,1670224501,126.75551
37.580723,1670224401,126.76984
37.584827,1670224501,126.77516
37.590263,2320515200,126.7928
37.592957,2320001802,126.782745
37.55834,1670004100,126.7521
37.444794,1650011701,126.70048
37.440166,1630014302,126.69989
37.440166,1630014302,126.69989
37.44271,1630017304,126.657616
37.43623,1630166900,126.64851
37.435867,1630011701,126.64785
37.427944,1640052000,126.6563
37.419987,1640025800,126.695915
37.420956,1640034100,126.69687
37.455353,1630028100,126.6494
37.464573,1630044600,126.64873
37.470943,1650010800,126.70801
37.484234,1660001301,126.74933
37.433456,1650004500,126.724365
37.43354,1650004500,126.723145
37.427597,1650094400,126.71016
37.423107,1640040500,126.69262
37.42398,1640040702,126.68524
37.427586,1640050204,126.698814
37.481495,1620009800,126.66268
37.480156,1680021700,126.68894
37.440765,1630014601,126.69835
37.45128,1650330900,126.701385
37.44015,1630014302,126.69991
37.417473,1640021900,126.677864
37.404655,1640012000,126.677376
37.43908,1630013902,126.694626
37.427017,1640050500,126.66417
37.423885,1640324601,126.68712
37.429455,1640273300,126.69653
37.440178,1630014302,126.69989
37.422226,1640038000,126.668434
