latitude,link_id,longitude
37.44075,1630014502,126.698395
36.9827,2140009211,126.88069
36.992317,2140016101,126.86402
37.44619,1650011703,126.70061
37.03314,2140027301,126.87798
37.093353,2334282000,126.887474
37.413647,1640019100,126.689316
37.413647,1640019100,126.689316
37.38704,1640315400,126.66174
37.381786,1640147500,126.65667
37.399925,1640243200,126.65618
37.40331,1640243800,126.656746
37.38455,1650000204,126.70261
37.397907,1650233000,126.73777
37.248005,2330060200,126.88295
37.253986,2330060200,126.884026
37.258835,2330060200,126.88595
37.28418,2334291800,126.90003
37.307083,2160389200,126.89603
37.307266,2160389200,126.89592
37.30911,2160389200,126.8944
37.310352,2160389200,126.89303
37.311905,2160389200,126.89094
37.31625,2160389200,126.88494
37.322845,2250272900,126.87948
37.32697,2250272900,126.87808
37.344288,2160016500,126.8585
37.347225,2160017200,126.85082
37.31756,2240879500,126.62834
37.31693,2240879500,126.6261
37.31153,2170009001,126.60888
37.350525,2170017100,126.80744
37.425545,1650350900,126.73742
37.309006,2170008901,126.605606
37.30793,2170008901,126.603775
37.29205,2170004203,126.57783
37.3167,2170009001,126.6248
37.338173,2240002901,126.696075
37.35348,2240004704,126.71282
37.35377,2240004704,126.71331
37.404823,1650030904,126.739685
37.423187,1640041000,126.698425
37.422935,1640040400,126.69322
37.447357,1630020101,126.65252
37.41321,1650037100,126.704056
37.41321,1650037100,126.704056
37.41976,1640025800,126.6958
37.422306,1650044600,126.71264
37.435635,1650047600,126.70728
37.43171,1640001600,126.646355
37.43103,1650266304,126.75977
37.43047,1640051800,126.64622
37.445686,1630019900,126.66704
37.433456,1650016800,126.70794
37.430073,1650081700,126.71581
37.42868,1650081800,126.71421
37.42982,1650045603,126.71756
37.438736,1630013600,126.67465
37.438904,1630013600,126.6743
37.43954,1630013500,126.67266
37.43987,1630016200,126.67173
37.44039,1630015300,126.6787
37.431652,1650081700,126.713715
37.43995,1630014800,126.67889
37.42718,1650081700,126.7161
37.42214,1650044600,126.71488
37.41912,1650040800,126.711624
37.441296,1630011701,126.64955
37.431683,1640001500,126.64654
37.413998,1650038500,126.711
37.430782,1640053100,126.64757
37.44274,1630019700,126.68036
37.430763,1640053100,126.64759
37.43012,1640053100,126.649506
37.429893,1640052900,126.65013
37.428726,1640052500,126.65379
37.418354,1650040500,126.709785
37.40326,1640010500,126.67897
37.438637,1630013002,126.68315
37.38939,1640316400,126.66565
37.41733,1640019200,126.69331
37.396408,1640007700,126.67116
37.383816,1640137900,126.64879
37.37913,1640306100,126.66487
37.380417,1640306600,126.66273
37.38557,1640121500,126.645454
37.42607,1640049100,126.69863
37.42786,1640050204,126.69894
37.410347,1640015800,126.68566
37.42013,1640025800,126.69604
37.43395,1640050302,126.69809
37.41946,1640031600,126.68218
37.419453,1640031600,126.682205
37.41346,1640018200,126.68436
37.417995,1640021900,126.67833
37.411625,1640016700,126.67353
37.40853,1640013500,126.67037
37.396862,1650027000,126.67282
37.39512,1650025402,126.67563
37.39512,1650025402,126.67563
37.41705,1650038200,126.695526
37.43157,1640001600,126.64637
37.44739,1630020101,126.65265
37.43551,1630011701,126.64765
37.43072,1640053200,126.64625
37.489212,1663183900,126.73532
37.489193,1663183900,126.73532
37.50439,1660030700,126.7036
37.506897,1660032600,126.7208
37.480316,1660010200,126.7516
37.400917,1650229000,126.72456
37.39878,1650229800,126.7246
37.39877,1650229800,126.724594
37.3988,1650228600,126.7246
37.40186,1650080903,126.71306
37.40737,1650033100,126.70492
37.407345,1650033100,126.70497
37.401382,1650091002,126.72411
37.378494,2240009202,126.73986
37.367733,2240361102,126.72312
37.35051,2240075500,126.74437
37.353577,2240150802,126.7418
37.353565,2240150802,126.7418
37.462696,1650329300,126.73217
37.459198,1650008401,126.72708
37.449444,1650280002,126.71135
37.447075,1650278700,126.707405
37.450413,1610237600,126.61389
37.449352,1610020901,126.6248
37.44936,1610020901,126.624855
37.460644,1630037800,126.68959
37.409836,1640015300,126.666855
37.408375,1640014001,126.67196
37.408363,1640014001,126.67198
37.474396,1660000401,126.68915
37.474396,1660000401,126.689125
37.474327,1660000401,126.68919
37.47431,1660000401,126.68921
37.474297,1660000401,126.68922
37.474277,1660000401,126.68923
37.474255,1660000401,126.68925
37.474247,1660000401,126.689255
37.474266,1660000401,126.68924
37.47426,1660000401,126.689255
37.474266,1660000401,126.68928
37.474262,1660000401,126.689224
37.465694,1630043500,126.69009
37.461906,1630037700,126.689835
37.418827,1640024200,126.69206
37.418705,1640025500,126.69257
37.418667,1640025500,126.69264
37.446404,1630021700,126.68989
37.447784,1650051600,126.69611
37.448227,1630022702,126.6896
37.442932,1650279304,126.708496
37.45213,1630027400,126.679855
37.45213,1630027400,126.679855
37.45515,1630172701,126.67991
37.45577,1630172701,126.67995
37.440136,1630014302,126.699844
37.45849,1630035900,126.682686
37.459915,1630036000,126.6826
37.45862,1630036200,126.67948
37.456062,1630172701,126.67999
37.4559,1630172801,126.68001
37.43863,1630013002,126.68307
37.413624,1640019400,126.68511
37.41349,1640019400,126.685295
37.451942,1650057801,126.70457
37.433987,1640050302,126.69809
37.440136,1630014302,126.69989
37.443077,1650050200,126.70525
37.41799,1640021900,126.67833
37.417557,1640021900,126.6779
37.37725,1640301600,126.66444
37.41292,1640016101,126.676125
37.411457,1640279700,126.67888
37.416225,1640020606,126.68086
37.419537,1640263600,126.67012
37.421623,1640036501,126.67236
37.414593,1640020607,126.68354
37.416107,1640019200,126.69168
37.413666,1640019100,126.68935
37.408863,1640014700,126.67834
37.410862,1640014900,126.66815
37.436802,1650047600,126.70695
37.431675,1650003600,126.709625
37.42816,1650081800,126.71424
37.431522,1650081800,126.71155
37.431522,1650081800,126.71155
37.454052,1610242700,126.62565
37.45592,1610239000,126.62014
37.447998,1610021001,126.62849
37.400696,1640009800,126.66952
37.437977,1630000600,126.666664
37.406677,1640012400,126.67453
37.43786,1650046102,126.73225
37.405594,1640244200,126.65825
37.368904,2240366302,126.73262
