No,latitude,link_id,longitude,경도,지번주소,도로명주소
1,37.433483,1650004500,126.72433,,인천광역시 남동구 수산동 276-3,인천광역시 남동구 배려터로 32
2,37.375248,1640095100,126.636856,,인천광역시 연수구 송도동 51,인천광역시 연수구 하모니로 271
3,37.41297,1640246600,126.66351,,인천광역시 연수구 동춘동 236,인천광역시 연수구 청량로 11
4,37.393803,1640248700,126.665405,,인천광역시 연수구 동춘동 916-3,인천광역시 연수구 아암대로 843
5,37.403435,1640322301,126.62975,,인천광역시 연수구 송도동 29-18,인천광역시 연수구 아트센터대로168번길 101
6,37.39626,1640087300,126.63331,,인천광역시 연수구 송도동 71,인천광역시 연수구 아트센터대로 175
7,37.39626,1640087300,126.63331,,인천광역시 연수구 송도동 71,인천광역시 연수구 아트센터대로 175
8,37.393326,1640090700,126.63492,,인천광역시 연수구 송도동 78,인천광역시 연수구 인천타워대로 240
9,37.39901,1640008700,126.67395,,인천광역시 연수구 동춘동 958,인천광역시 연수구 경원대로 80
10,37.401775,1650028602,126.68248,,인천광역시 남동구 고잔동 782,인천광역시 남동구 앵고개로 368
11,37.388466,1650000800,126.71179,,인천광역시 남동구 고잔동 806,인천광역시 남동구 논현고잔로 60
12,37.385944,1650222000,126.71412,,인천광역시 남동구 고잔동 457-5,인천광역시 남동구 에코중앙로 25-1
13,37.39609,1650026302,126.69439,,인천광역시 남동구 고잔동 765,인천광역시 남동구 앵고개로 497
14,37.395576,1650026302,126.695526,,인천광역시 남동구 고잔동 765,인천광역시 남동구 앵고개로 507
15,37.40868,1650032800,126.70063,,인천광역시 남동구 논현동 473,인천광역시 남동구 은봉로 94
16,37.409725,1650034800,126.7014,,인천광역시 남동구 논현동 473,인천광역시 남동구 남동대로 287
17,37.428146,1640050303,126.699036,,인천광역시 연수구 선학동 241-2,인천광역시 연수구 학나래로118번길 9
18,37.431187,1640050302,126.69875,,인천광역시 연수구 선학동 120-48,인천광역시 연수구 경원대로534번길 9
19,37.435684,1640001900,126.69919,,인천광역시 연수구 선학동 99-30,인천광역시 연수구 예술로20번길 9
20,37.434967,1640320400,126.70395,,인천광역시 연수구 선학동 58-1,인천광역시 연수구 예술로20번길 99
21,37.410835,1640014900,126.66817,,인천광역시 연수구 동춘동 957,인천광역시 연수구 앵고개로 207-2
22,37.410908,1640014900,126.66806,,인천광역시 연수구 동춘동 957,인천광역시 연수구 앵고개로 207-2
23,37.411083,1640015500,126.66604,,인천광역시 연수구 동춘동 960,인천광역시 연수구 앵고개로206번길 10
24,37.411083,1640015500,126.66604,,인천광역시 연수구 동춘동 960,인천광역시 연수구 앵고개로206번길 10
25,37.41774,1640023402,126.67343,,인천광역시 연수구 청학동 510-8,인천광역시 연수구 청능대로53번길 17
26,37.43166,1650081800,126.71059,,인천광역시 남동구 남촌동 512-48,인천광역시 남동구 남촌로 131
27,37.431683,1650016700,126.708176,,인천광역시 남동구 남촌동 510-99,인천광역시 남동구 남동대로 547
28,37.383797,1640147500,126.65853,,인천광역시 연수구 송도동 39,인천광역시 연수구 송도국제대로 123
29,37.38045,1640144500,126.6545,,인천광역시 연수구 송도동 46,인천광역시 연수구 송도국제대로 165
30,37.380474,1640144500,126.65446,,인천광역시 연수구 송도동 46,인천광역시 연수구 송도국제대로 165
31,37.390472,1640096100,126.63811,,인천광역시 연수구 송도동 91,인천광역시 연수구 테크노파크로 193
32,37.390118,1640102700,126.63873,,인천광역시 연수구 송도동 91,인천광역시 연수구 테크노파크로 180
33,37.388573,1640116000,126.64209,,인천광역시 연수구 송도동 54,인천광역시 연수구 컨벤시아대로 177
34,37.39807,1640141400,126.65229,,인천광역시 연수구 송도동 54,인천광역시 연수구 컨벤시아대로42번길 8
35,37.456596,1610025100,126.60682,,인천광역시 중구 항동7가 27-19,인천광역시 중구 항동7가 축항대로 84
36,37.407238,1640012600,126.67709,,인천광역시 연수구 동춘동 955,인천광역시 연수구 원인재로 91-2
37,37.425884,1640049404,126.65216,,인천광역시 연수구 옥련동 637-4,인천광역시 연수구 청량로 213
38,37.396065,1640087300,126.633224,,인천광역시 연수구 송도동 78,인천광역시 연수구 아트센터대로 175
39,37.396095,1640087300,126.63322,,인천광역시 연수구 송도동 78,인천광역시 연수구 아트센터대로 175
40,37.40273,1640243800,126.65646,,인천광역시 연수구 동춘동 912,인천광역시 연수구 아암대로 755
41,37.406826,1640243400,126.65919,,인천광역시 연수구 동춘동 734,인천광역시 연수구 미추홀대로 74
42,37.41289,1640246800,126.6633,,인천광역시 연수구 동춘동 236,인천광역시 연수구 청량로 20
43,37.418438,1640024400,126.66674,,인천광역시 연수구 청학동 456,인천광역시 연수구 청능말로8번길 21
44,37.42323,1640041200,126.70106,,인천광역시 연수구 선학동 381-1,인천광역시 연수구 비류대로 599
