No,latitude,link_id,longitude,경도,지번주소,도로명주소
1,37.506935,1663190801,126.73486,,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 651
2,37.39853,1650027200,126.6894,,인천광역시 남동구 고잔동 782,인천광역시 남동구 앵고개로 445
3,37.419704,1640025800,126.69578,,인천광역시 연수구 선학동 384,인천광역시 연수구 선학로 2
4,37.426086,1640049200,126.64482,,인천광역시 연수구 옥련동 196-9,인천광역시 연수구 독배로 56
5,37.461205,1650276900,126.697586,,인천광역시 남동구 간석동 550,인천광역시 남동구 석산로 52
6,37.614964,1680083600,126.68327,,인천광역시 서구 불로동 811,인천광역시 서구 검단로763번길 23-1
7,37.397762,1640141100,126.65227,,인천광역시 연수구 송도동 54,인천광역시 연수구 컨벤시아대로42번길 8
8,37.390522,1640137600,126.65057,,인천광역시 연수구 송도동 43,인천광역시 연수구 해돋이로 102
9,37.401257,1640243800,126.655426,,인천광역시 연수구 동춘동 905-3,인천광역시 연수구 아암대로 755
10,37.40219,1640243800,126.65607,,인천광역시 연수구 동춘동 912,인천광역시 연수구 아암대로 755
11,37.40298,1640243800,126.656586,,인천광역시 연수구 동춘동 912,인천광역시 연수구 능허대로 384-72
12,37.403755,1640243800,126.65711,,인천광역시 연수구 동춘동 912,인천광역시 연수구 능허대로 384-72
13,37.405506,1640244200,126.65826,,인천광역시 연수구 동춘동 719-36,인천광역시 연수구 능허대로 356
14,37.43476,1630011803,126.64729,,인천광역시 미추홀구 학익동 626-7,인천광역시 미추홀구 독배로 161
15,37.436386,1630166900,126.64873,,인천광역시 미추홀구 학익동 산 143-3,인천광역시 미추홀구 독배로174번길 26
16,37.47845,1680494000,126.671486,,인천광역시 서구 가좌동 180-170,인천광역시 서구 장고개로 124
17,37.489555,1680024100,126.678925,,인천광역시 서구 가좌동 225,인천광역시 서구 원적로27번길 11
18,37.486065,1680022201,126.680244,,인천광역시 서구 가좌동 287-9,인천광역시 서구 장고개로238번길 9
19,37.483807,1680001000,126.67721,,인천광역시 서구 가좌동 551,인천광역시 서구 백범로 727
20,37.526062,1680286300,126.66932,,인천광역시 서구 가정동 624,인천광역시 서구 염곡로 468
21,37.529243,1680287500,126.669525,,인천광역시 서구 가정동 624,인천광역시 서구 염곡로498번길 3
22,37.52616,1680517001,126.67301,,인천광역시 서구 가정동 650,인천광역시 서구 봉오재3로 124
23,37.39512,1640002700,126.669815,,인천광역시 연수구 동춘동 958,인천광역시 연수구 경원대로 30
24,37.39258,1640128500,126.6465,,인천광역시 연수구 송도동 54,인천광역시 연수구 컨벤시아대로 126
25,37.525566,1670001200,126.727974,,인천광역시 계양구 작전동 413,인천광역시 계양구 주부토로363번길 27
26,37.511948,1663009502,126.74263,,인천광역시 부평구 삼산동 456-8,인천광역시 부평구 체육관로 111
27,37.505894,2420017300,126.751915,,경기도 부천시 상동 633,경기도 부천시 길주로 87
28,37.398342,1640142900,126.652534,,인천광역시 연수구 송도동 54,인천광역시 연수구 컨벤시아대로42번길 8
29,37.50422,2420056300,126.76658,,경기도 부천시 중동 1243,경기도 부천시 길주로 219
