latitude,longitude,date,region_id
37.409824,126.68496,2021-10-26,2304054
37.420063,126.69597,2021-10-26,2304055
37.403645,126.689156,2021-10-26,2305074
37.409744,126.73455,2021-10-26,2305072
37.42031,126.69619,2021-10-26,2304055
37.433453,126.72899,2021-10-26,2305067
37.521156,126.64909,2021-10-26,2308078
37.55439,126.65482,2021-10-26,2308051
37.416454,126.68051,2021-10-26,2304054
37.42204,126.71906,2021-10-26,2305067
37.402554,126.65639,2021-10-25,2304057
37.41404,126.6592,2021-10-25,2304057
37.423893,126.68711,2021-10-25,2304053
37.42179,126.693535,2021-10-25,2304055
37.424316,126.682076,2021-10-25,2304053
37.400265,126.694305,2021-10-25,2305074
37.4867,126.72134,2021-10-25,2306052
37.464436,126.708916,2021-10-25,2305056
37.454617,126.70043,2021-10-24,2305055
37.417984,126.649956,2021-10-24,2304051
37.40502,126.70371,2021-10-24,2305073
37.417366,126.69486,2021-10-24,2304054
37.405605,126.73524,2021-10-24,2305072
37.393753,126.7329,2021-10-24,2305074
37.39459,126.64861,2021-10-24,2304066
37.40554,126.65832,2021-10-24,2304057
37.42585,126.66954,2021-10-24,2304056
37.470905,126.69494,2021-10-24,2306071
37.45536,126.72807,2021-10-24,2305063
37.534927,126.67634,2021-10-24,2308054
37.542057,126.676865,2021-10-24,2308053
37.436157,126.67537,2021-10-24,2309060
37.539627,126.66974,2021-10-24,2308053
37.584442,126.57819,2021-10-24,2308084
37.40168,126.70927,2021-10-24,2305073
37.40265,126.72397,2021-10-24,2305072
37.549137,126.67709,2021-10-23,2308053
37.541874,126.67684,2021-10-23,2308053
37.537548,126.67657,2021-10-23,2308055
37.422302,126.66842,2021-10-23,2304056
37.548878,126.70431,2021-10-23,2308053
37.498146,126.73069,2021-10-23,2306055
37.469822,126.69679,2021-10-22,2306071
37.38929,126.64303,2021-10-22,2304066
37.394066,126.69866,2021-10-22,2305074
37.406986,126.670135,2021-10-22,2304058
37.589092,126.65877,2021-10-22,2308084
37.589138,126.65861,2021-10-22,2308084
37.613853,126.640884,2021-10-22,2308080
37.78104,126.27592,2021-10-22,2331040
37.422863,126.676414,2021-10-22,2304053
37.511044,126.62733,2021-10-22,2308073
37.39712,126.63252,2021-10-22,2304066
37.384056,126.65844,2021-10-21,2304064
37.392735,126.68292,2021-10-21,2305074
37.45624,126.68948,2021-10-21,2309068
37.420643,126.696724,2021-10-21,2304052
37.413578,126.68923,2021-10-21,2304054
37.48047,126.66351,2021-10-21,2302061
37.46997,126.648865,2021-10-21,2302060
37.479023,126.62774,2021-10-21,2301058
37.400646,126.65609,2021-10-21,2304057
37.413635,126.68918,2021-10-21,2304054
37.417053,126.69277,2021-10-21,2304055
37.42017,126.69605,2021-10-21,2304055
37.374,126.65346,2021-10-20,2304065
37.424957,126.6714,2021-10-20,2304053
37.460762,126.7125,2021-10-20,2305056
37.40286,126.656555,2021-10-20,2304057
37.41984,126.6834,2021-10-20,2304055
37.422924,126.691444,2021-10-20,2304055
37.417107,126.689125,2021-10-20,2304055
37.43866,126.68312,2021-10-20,2309074
37.438972,126.69778,2021-10-20,2309073
37.433716,126.704926,2021-10-20,2304052
37.444958,126.743965,2021-10-20,2305064
37.42318,126.66544,2021-10-20,2304056
37.429882,126.64951,2021-10-20,2304060
37.45959,126.68754,2021-10-19,2309070
37.459705,126.687515,2021-10-19,2309070
37.48173,126.75249,2021-10-19,2306069
37.404,126.6795,2021-10-19,2304059
37.464115,126.67999,2021-10-19,2309065
37.464096,126.68,2021-10-19,2309065
37.407814,126.67251,2021-10-19,2304058
37.411797,126.64262,2021-10-19,2304069
37.41272,126.64156,2021-10-19,2304069
37.43895,126.61781,2021-10-19,2301052
37.432663,126.629326,2021-10-19,2301054
37.44666,126.70823,2021-10-19,2305051
37.424347,126.69863,2021-10-19,2304052
37.449425,126.71854,2021-10-19,2305051
37.46049,126.72869,2021-10-19,2305061
37.456905,126.748245,2021-10-19,2305075
37.432842,126.7368,2021-10-19,2305076
37.432827,126.73735,2021-10-19,2305076
37.432854,126.73624,2021-10-19,2305076
37.433453,126.729065,2021-10-19,2305067
37.448433,126.650375,2021-10-19,2309060
37.463543,126.67285,2021-10-19,2309062
37.525406,126.71544,2021-10-19,2307052
37.516914,126.74439,2021-10-19,2306065
37.426826,126.73471,2021-10-19,2305067
37.41948,126.73022,2021-10-19,2305067
37.38525,126.696396,2021-10-19,2305074
37.38793,126.68048,2021-10-19,2304065
37.402374,126.6561,2021-10-19,2304057
37.405823,126.65839,2021-10-19,2304057
37.393818,126.66542,2021-10-19,2304058
