No,store,address,phone,address2,addr3,경도,위도,상태
47,강남역GT타워옆점,서울시 서초구 서초대로73길12 세계빌딩1층   ,02-592-0053,서울특별시 서초구 서초대로73길12 세계빌딩1층,서울특별시 서초구 서초대로73길12 세계빌딩1층,127.025732252295,37.4985448168807,정좌표
48,광교아브뉴프랑점,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호   ",031-216-9308,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호","경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호",127.050495338787,37.2906634951249,정좌표
49,광장동대한제지점,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층  ,02-458-8166,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,127.102930163025,37.5441340151473,정좌표
50,신천역점,서울시 송파구 올림픽로100 효창타워1층  ,02-417-8851,서울특별시 송파구 올림픽로100 효창타워1층,서울특별시 송파구 올림픽로100 효창타워1층,127.08168825632,37.5114158086053,정좌표
51,포항영일대점,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호  ,054-241-3372,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,129.379657547041,36.0615414768566,정좌표
52,낙성대역점,"서울시 관악구 남부순환로1909 1,2층  ",02-875-3364,"서울특별시 관악구 남부순환로1909 1,2층","서울특별시 관악구 남부순환로1909 1,2층",126.961606774184,37.4781121733392,정좌표
53,진주LH본사점,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층  ,055-763-3520,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,128.14475823925,35.1790184757915,정좌표
54,인천공항탑승동130gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57  ,032-743-7213 ,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57,126.449105797309,37.4575365974582,정좌표
55,인천공항탑승동105gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68  ,032-743-7223,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,126.449105797309,37.4575365974582,정좌표
56,용산아이파크몰점,서울시 용산구 한강대로23길55 현대아이파크몰용산 서관6층  ,02-2012-0631,서울특별시 용산구 한강대로23길55 현대아이파크몰용산 서관6층,서울특별시 용산구 한강대로23길55 현대아이파크몰용산 서관6층,126.96474137477,37.529771938775,정좌표
57,경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층  ,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,경상북도 경주시 엑스포로80(천군동)1층,129.289869035441,35.8345572839791,인근좌표
58,석촌호수점,서울시 송파구 석촌호수로 222 제이타워 1층  ,02-415-1235,서울특별시 송파구 석촌호수로 222 제이타워 1층,서울특별시 송파구 석촌호수로 222 제이타워 1층,127.101553154162,37.5070689087952,정좌표
59,오목교역사거리점,"서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층  ",02-2653-8577 ,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층","서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",126.876266495611,37.5241481901798,정좌표
60,을지로입구역점,"서울시 중구 남대문로10길 6 1,2층   ",02-752-3348,"서울특별시 중구 남대문로10길 6 1,2층","서울특별시 중구 남대문로10길 6 1,2층",126.983250257788,37.5668818249642,정좌표
61,명동M플라자점,서울시 중구 명동8길 27(명동2가)  ,02-752-0888,서울특별시 중구 명동8길 27(명동2가),서울특별시 중구 명동8길 27(명동2가),126.985166273258,37.5625310099288,정좌표
62,송도홈플러스점,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층  ,032-822-5905,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,126.656372012297,37.3802260428978,정좌표
63,올림픽공원북2문앞점,서울시 강동구 강동대로193 1층  ,02-471-2372,서울특별시 강동구 강동대로193 1층,서울특별시 강동구 강동대로193 1층,127.128015068867,37.5245638777194,정좌표
64,고대참살이길점,"서울시 성북구 인촌로24길 25 (안암동5가) 2층,3층  ",02-923-7735,"서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층","서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층",126.59744389554,35.5379610601319,인근좌표
65,예술의전당앞점,"서울특별시 서초구 반포대로4(서초동) 2층, 3층  ",02-583-8856,"서울특별시 서초구 반포대로4(서초동) 2층, 3층","서울특별시 서초구 반포대로4(서초동) 2층, 3층",127.01318453026,37.4812259760903,정좌표
66,삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층  ,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,127.062897125681,37.5070899288338,정좌표
67,범계역로데오점,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층  ,031-476-9082,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,126.953511465881,37.3904892823284,정좌표
68,포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층  ,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,127.05829351691,37.5058954491625,정좌표
69,상암한국지역정보개발원점,서울시 마포구 성암로301 KLID한국지역정보개발원 1층  ,02-376-9162,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,126.887937754188,37.5824688690891,정좌표
70,판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층  ,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,127.109158765749,37.3941787797925,정좌표
71,대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5)  ,02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),127.067631441999,37.4992576835937,정좌표
72,분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층  ,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,127.10560367085,37.3707085878708,정좌표
73,신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층  ,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,127.025592535635,37.5045348638019,정좌표
74,강서그랜드아이파크점,서울시 강서구 화곡6동 1095번지 1층  ,02-2699-7462,서울특별시 강서구 화곡6동 1095번지 1층,서울특별시 강서구 화곡6동 1095번지 1층,126.851224794171,37.5548423668596,정좌표
75,상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층  ,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,126.892887984753,37.5784425695549,정좌표
76,연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)  ",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)","서울특별시 서대문구 대신동 50-5 1층,2층(B동)",126.943223869669,37.5630824725288,정좌표
77,평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층  ",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층","경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",126.966964076463,37.3966496454668,정좌표
78,마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층  ,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,126.776627382486,37.6530938686696,정좌표
79,수원역점,"경기도 수원시 팔달구 매산로 11,  2층  ",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층","경기도 수원시 팔달구 매산로 11, 2층",127.002725278192,37.2674456825952,정좌표
80,부천역점,경기도 부천시 부천로4 2층  ,032-668-7890,경기도 부천시 부천로4 2층,경기도 부천시 부천로4 2층,126.783490519661,37.4844672265398,정좌표
81,장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체  ",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체","서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",127.07047550954,37.5709384051131,정좌표
82,서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호  ,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,127.009173191691,37.4919738725936,정좌표
83,수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층  ,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,경기도 수원시 영통구 영통로 214번길 8 1층,127.057576165155,37.2462315851233,정좌표
84,대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층  ,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,127.059072584606,37.5030444768878,정좌표
85,매헌역점,서울시 서초구 동산로 1  1층  ,02-2058-0921,서울특별시 서초구 동산로 1 1층,서울특별시 서초구 동산로 1 1층,127.040136141619,37.46900213513,정좌표
86,문래동점,서울시 영등포구 문래동6가 5번지 1층  ,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,서울특별시 영등포구 문래동6가 5번지 1층,126.889018238124,37.5196355214307,정좌표
87,해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층  ,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,129.161555483453,35.159884080516,정좌표
88,역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층  ,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,서울특별시 강남구 역삼동 718-20 태광타워 1층,127.039860381248,37.5010114706509,정좌표
89,수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층  ,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,127.091808490387,37.3359641247666,정좌표
90,파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층  ,031-949-1408,경기도 파주시 청암로 17번길 17 1층,경기도 파주시 청암로 17번길 17 1층,126.736760178062,37.7295684360737,정좌표
91,잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층  ,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,127.019444656562,37.5109480470485,정좌표
92,천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층  ,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,127.123564721899,37.5403044094731,정좌표
93,강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층  ,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,127.126133171929,37.2710511837533,정좌표
94,홍대역8번출구점,서울시 마포구 양화로18안길 7 2층  ,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,서울특별시 마포구 양화로18안길 7 2층,126.925092333671,37.556834418368,정좌표
95,산본역점,경기도 군포시 광정로58 1층 104호 및 2층  ,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,경기도 군포시 광정로58 1층 104호 및 2층,126.930981452688,37.3585070922656,정좌표
96,부천상동점,경기도 부천시 길주로 111 센타플라자 1층  ,032-329-9471,경기도 부천시 길주로 111 센타플라자 1층,경기도 부천시 길주로 111 센타플라자 1층,126.754884404351,37.5063271381179,정좌표
97,안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층  ,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,126.921929611723,37.3994137484092,정좌표
98,원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층  ,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,강원도 원주시 봉화로1 AK플라자원주점 1층,127.927644206997,37.3456799379522,정좌표
99,송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층  ",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층","서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",127.124004886795,37.4814909041164,정좌표
100,화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호  ,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,126.832993314907,37.6317423265832,정좌표
