humidity
70.00
67.00
82.00
94.00
87.00
72.00
88.00
57.00
87.00
72.00
44.00
50.00
44.00
97.00
97.00
75.00
74.00
80.00
96.00
67.00
91.00
74.00
41.00
84.00
96.00
75.00
59.00
87.00
57.00
58.00
55.00
84.00
90.00
75.00
75.00
82.00
77.00
78.00
40.00
39.00
91.00
73.00
87.00
75.00
65.00
70.00
79.00
83.00
91.00
85.00
78.00
57.00
63.00
68.00
91.00
88.00
85.00
91.00
92.00
86.00
87.00
79.00
85.00
76.00
67.00
61.00
80.00
84.00
81.00
80.00
81.00
90.00
92.00
84.00
94.00
87.00
73.00
73.00
64.00
53.00
64.00
76.00
70.00
93.00
91.00
94.00
90.00
77.00
68.00
91.00
93.00
90.00
54.00
84.00
81.00
58.00
55.00
89.00
96.00
80.00
51.00
86.00
82.00
75.00
92.00
95.00
73.00
71.00
86.00
57.00
55.00
86.00
80.00
77.00
51.00
63.00
46.00
54.00
64.00
74.00
80.00
73.00
70.00
96.00
92.00
91.00
94.00
81.00
95.00
75.00
84.00
57.00
58.00
93.00
75.00
93.00
87.00
82.00
41.00
73.00
44.00
66.00
50.00
95.00
94.00
73.00
83.00
97.00
97.00
55.00
76.00
96.00
88.00
69.00
76.00
95.00
94.00
95.00
55.00
83.00
66.00
72.00
88.00
93.00
74.00
89.00
79.00
92.00
95.00
65.00
95.00
95.00
82.00
72.00
78.00
52.00
87.00
93.00
72.00
91.00
86.00
92.00
30.00
85.00
62.00
94.00
69.00
85.00
76.00
90.00
74.00
81.00
83.00
78.00
89.00
53.00
54.00
52.00
84.00
59.00
94.00
97.00
89.00
95.00
95.00
89.00
75.00
84.00
86.00
60.00
48.00
53.00
92.00
89.00
35.00
83.00
87.00
79.00
96.00
96.00
93.00
79.00
75.00
90.00
95.00
94.00
82.00
84.00
87.00
86.00
91.00
91.00
85.00
81.00
91.00
88.00
78.00
97.00
71.00
81.00
82.00
84.00
83.00
85.00
90.00
94.00
90.00
91.00
80.00
83.00
75.00
91.00
91.00
86.00
72.00
89.00
93.00
80.00
76.00
88.00
94.00
77.00
81.00
83.00
84.00
91.00
83.00
79.00
87.00
81.00
72.00
82.00
70.00
86.00
88.00
88.00
77.00
71.00
75.00
83.00
81.00
79.00
73.00
77.00
59.00
87.00
80.00
65.00
69.00
69.00
66.00
66.00
76.00
83.00
81.00
91.00
81.00
86.00
91.00
84.00
91.00
90.00
85.00
87.00
88.00
84.00
80.00
81.00
68.00
72.00
71.00
87.00
94.00
90.00
93.00
87.00
84.00
89.00
81.00
88.00
87.00
84.00
87.00
84.00
86.00
82.00
74.00
82.00
90.00
81.00
80.00
81.00
80.00
79.00
66.00
80.00
88.00
77.00
94.00
70.00
66.00
59.00
69.00
70.00
77.00
65.00
71.00
90.00
95.00
78.00
82.00
72.00
71.00
69.00
80.00
92.00
90.00
60.00
93.00
57.00
57.00
90.00
93.00
90.00
89.00
