hour,precipitation,humidity,wind_speed,temperature,date,region_id
2100.00,0.00,79.00,0.40,0.40,2021-02-26,2306065
2200.00,0.00,61.00,1.90,4.40,2021-02-26,2306065
2300.00,0.00,57.00,2.10,6.90,2021-02-26,2306065
0.00,0.00,52.00,3.40,9.10,2021-02-27,2306065
100.00,0.00,45.00,3.30,10.70,2021-02-27,2306065
200.00,0.00,41.00,3.50,11.80,2021-02-27,2306065
300.00,0.00,38.00,3.00,13.60,2021-02-27,2306065
400.00,0.00,35.00,3.00,14.10,2021-02-27,2306065
500.00,0.00,33.00,2.80,14.70,2021-02-27,2306065
600.00,0.00,32.00,2.80,15.30,2021-02-27,2306065
700.00,0.00,31.00,2.30,14.70,2021-02-27,2306065
800.00,0.00,35.00,1.70,13.30,2021-02-27,2306065
900.00,0.00,45.00,1.60,12.10,2021-02-27,2306065
1000.00,0.00,43.00,1.90,11.00,2021-02-27,2306065
1100.00,0.00,46.00,1.10,9.50,2021-02-27,2306065
1200.00,0.00,50.00,2.20,9.00,2021-02-27,2306065
1300.00,0.00,52.00,1.60,7.40,2021-02-27,2306065
1400.00,0.00,65.00,1.30,6.60,2021-02-27,2306065
1500.00,0.00,70.00,1.00,5.20,2021-02-27,2306065
1600.00,0.00,52.00,1.50,6.00,2021-02-27,2306065
1700.00,0.00,65.00,0.90,5.20,2021-02-27,2306065
1800.00,0.00,68.00,0.80,4.60,2021-02-27,2306065
1900.00,0.00,72.00,0.50,4.30,2021-02-27,2306065
2000.00,0.00,77.00,0.60,3.20,2021-02-27,2306065
2100.00,0.00,78.00,0.70,3.10,2021-02-27,2306065
2200.00,0.00,66.00,1.40,5.60,2021-02-27,2306065
2300.00,0.00,43.00,1.90,7.50,2021-02-27,2306065
0.00,0.00,41.00,1.80,8.60,2021-02-28,2306065
100.00,0.00,43.00,1.10,9.00,2021-02-28,2306065
200.00,0.00,40.00,1.00,9.10,2021-02-28,2306065
300.00,0.00,42.00,1.10,9.70,2021-02-28,2306065
400.00,0.00,43.00,0.90,9.30,2021-02-28,2306065
500.00,0.00,37.00,0.90,10.10,2021-02-28,2306065
600.00,0.00,35.00,0.40,10.30,2021-02-28,2306065
700.00,0.00,41.00,0.70,10.10,2021-02-28,2306065
800.00,0.00,47.00,0.50,8.60,2021-02-28,2306065
900.00,0.00,58.00,0.10,7.80,2021-02-28,2306065
1000.00,0.00,57.00,0.30,7.60,2021-02-28,2306065
1100.00,0.00,61.00,0.10,7.10,2021-02-28,2306065
1200.00,0.00,66.00,0.10,7.40,2021-02-28,2306065
1300.00,0.00,62.00,0.10,7.10,2021-02-28,2306065
1400.00,0.00,58.00,0.30,7.60,2021-02-28,2306065
1500.00,0.00,55.00,0.60,7.90,2021-02-28,2306065
1600.00,0.00,53.00,1.10,8.00,2021-02-28,2306065
1700.00,0.00,79.00,0.70,5.70,2021-02-28,2306065
1800.00,1.50,96.00,0.50,4.50,2021-02-28,2306065
1900.00,1.00,91.00,0.30,4.70,2021-02-28,2306065
2000.00,2.50,93.00,1.20,4.60,2021-02-28,2306065
2100.00,4.00,95.00,1.30,4.50,2021-02-28,2306065
2200.00,4.50,98.00,1.20,4.60,2021-02-28,2306065
2300.00,6.50,98.00,0.90,4.60,2021-02-28,2306065
0.00,6.50,99.00,1.10,5.20,2021-03-01,2306065
100.00,5.00,99.00,3.00,6.10,2021-03-01,2306065
200.00,5.00,97.00,1.40,6.40,2021-03-01,2306065
300.00,4.00,97.00,1.20,6.20,2021-03-01,2306065
400.00,4.00,96.00,0.80,6.20,2021-03-01,2306065
500.00,4.00,97.00,1.20,4.30,2021-03-01,2306065
600.00,3.00,96.00,1.60,3.20,2021-03-01,2306065
700.00,2.50,96.00,1.90,2.70,2021-03-01,2306065
800.00,1.50,96.00,1.70,2.00,2021-03-01,2306065
900.00,1.00,95.00,1.30,1.10,2021-03-01,2306065
1000.00,0.50,97.00,1.20,0.60,2021-03-01,2306065
1100.00,0.50,97.00,1.10,0.50,2021-03-01,2306065
1200.00,0.50,98.00,1.00,0.30,2021-03-01,2306065
1300.00,0.00,98.00,0.00,0.00,2021-03-01,2306065
1400.00,0.00,97.00,0.00,-0.20,2021-03-01,2306065
1500.00,0.00,96.00,0.00,-0.10,2021-03-01,2306065
1600.00,0.00,91.00,0.00,-0.30,2021-03-01,2306065
1700.00,0.00,87.00,0.00,-0.30,2021-03-01,2306065
1800.00,0.00,85.00,0.00,-0.40,2021-03-01,2306065
1900.00,0.00,81.00,0.00,-0.40,2021-03-01,2306065
2000.00,0.00,76.00,0.00,-0.60,2021-03-01,2306065
2100.00,0.00,75.00,0.00,-0.90,2021-03-01,2306065
2200.00,0.00,72.00,0.10,-0.20,2021-03-01,2306065
2300.00,0.00,69.00,1.20,1.50,2021-03-01,2306065
0.00,0.00,66.00,1.00,2.70,2021-03-02,2306065
100.00,0.00,62.00,1.00,4.20,2021-03-02,2306065
200.00,0.00,61.00,1.20,4.70,2021-03-02,2306065
300.00,0.00,57.00,2.00,5.80,2021-03-02,2306065
400.00,0.00,56.00,2.60,6.50,2021-03-02,2306065
500.00,0.00,47.00,1.60,6.20,2021-03-02,2306065
600.00,0.00,51.00,1.50,6.60,2021-03-02,2306065
700.00,0.00,53.00,0.90,6.50,2021-03-02,2306065
800.00,0.00,66.00,2.30,3.60,2021-03-02,2306065
900.00,0.00,75.00,1.10,2.40,2021-03-02,2306065
1000.00,0.00,84.00,0.40,0.90,2021-03-02,2306065
1100.00,0.00,91.00,0.60,0.00,2021-03-02,2306065
1200.00,0.00,93.00,0.60,-0.40,2021-03-02,2306065
1300.00,0.00,94.00,0.70,-0.70,2021-03-02,2306065
1400.00,0.00,96.00,0.30,-0.70,2021-03-02,2306065
1500.00,0.00,96.00,0.80,-0.90,2021-03-02,2306065
1600.00,0.00,95.00,0.50,-1.10,2021-03-02,2306065
1700.00,0.00,96.00,1.00,0.10,2021-03-02,2306065
1800.00,0.00,98.00,1.10,0.00,2021-03-02,2306065
1900.00,0.00,98.00,1.30,0.30,2021-03-02,2306065
2000.00,0.00,98.00,0.10,-1.00,2021-03-02,2306065
2100.00,0.00,98.00,0.10,-1.60,2021-03-02,2306065
2200.00,0.00,97.00,0.30,1.60,2021-03-02,2306065
2300.00,0.00,84.00,2.50,3.20,2021-03-02,2306065
0.00,0.00,65.00,2.20,4.80,2021-03-03,2306065
100.00,0.00,53.00,2.40,6.30,2021-03-03,2306065
200.00,0.00,44.00,1.00,7.50,2021-03-03,2306065
300.00,0.00,49.00,3.10,7.80,2021-03-03,2306065
400.00,0.00,45.00,2.60,8.60,2021-03-03,2306065
500.00,0.00,46.00,2.90,8.10,2021-03-03,2306065
600.00,0.00,39.00,2.50,8.40,2021-03-03,2306065
700.00,0.00,33.00,1.90,8.00,2021-03-03,2306065
800.00,0.00,53.00,1.00,6.50,2021-03-03,2306065
900.00,0.00,69.00,0.70,4.00,2021-03-03,2306065
1000.00,0.00,77.00,0.60,2.30,2021-03-03,2306065
1100.00,0.00,80.00,0.80,1.40,2021-03-03,2306065
1200.00,0.00,78.00,0.40,1.60,2021-03-03,2306065
1300.00,0.00,80.00,0.90,2.90,2021-03-03,2306065
1400.00,0.00,86.00,1.20,3.70,2021-03-03,2306065
1500.00,0.00,90.00,1.50,3.60,2021-03-03,2306065
1600.00,0.00,91.00,0.50,4.00,2021-03-03,2306065
1700.00,0.00,91.00,1.20,5.00,2021-03-03,2306065
1800.00,0.00,90.00,0.60,4.90,2021-03-03,2306065
1900.00,0.00,87.00,1.00,5.10,2021-03-03,2306065
2000.00,0.00,88.00,0.60,4.90,2021-03-03,2306065
2100.00,0.00,89.00,0.30,4.80,2021-03-03,2306065
2200.00,0.00,83.00,1.50,5.50,2021-03-03,2306065
2300.00,0.00,68.00,2.10,6.50,2021-03-03,2306065
0.00,0.00,55.00,2.20,8.20,2021-03-04,2306065
100.00,0.00,52.00,2.40,8.80,2021-03-04,2306065
200.00,0.00,50.00,1.80,10.40,2021-03-04,2306065
300.00,0.00,50.00,2.00,11.20,2021-03-04,2306065
400.00,0.00,50.00,1.90,12.10,2021-03-04,2306065
500.00,0.00,50.00,1.90,12.50,2021-03-04,2306065
600.00,0.00,50.00,1.00,11.80,2021-03-04,2306065
700.00,0.00,51.00,1.00,11.90,2021-03-04,2306065
800.00,0.00,65.00,0.90,10.60,2021-03-04,2306065
900.00,0.00,73.00,1.00,7.90,2021-03-04,2306065
1000.00,0.00,81.00,0.90,6.50,2021-03-04,2306065
1100.00,0.00,84.00,0.80,5.70,2021-03-04,2306065
1200.00,0.00,86.00,0.30,5.20,2021-03-04,2306065
1300.00,0.00,82.00,0.40,4.50,2021-03-04,2306065
1400.00,0.00,89.00,0.60,4.30,2021-03-04,2306065
1500.00,0.00,92.00,0.90,3.90,2021-03-04,2306065
1600.00,0.00,95.00,0.90,3.10,2021-03-04,2306065
1700.00,0.00,96.00,0.60,3.30,2021-03-04,2306065
1800.00,0.00,98.00,0.50,2.80,2021-03-04,2306065
1900.00,0.00,98.00,0.60,2.50,2021-03-04,2306065
2000.00,0.00,99.00,0.00,1.70,2021-03-04,2306065
2100.00,0.00,99.00,0.60,1.70,2021-03-04,2306065
2200.00,0.00,100.00,0.10,4.10,2021-03-04,2306065
2300.00,0.00,75.00,1.00,8.60,2021-03-04,2306065
0.00,0.00,64.00,1.30,10.60,2021-03-05,2306065
100.00,0.00,58.00,1.40,11.60,2021-03-05,2306065
200.00,0.00,55.00,1.10,12.30,2021-03-05,2306065
300.00,0.00,52.00,1.80,13.70,2021-03-05,2306065
400.00,0.00,50.00,3.20,14.00,2021-03-05,2306065
500.00,0.00,50.00,2.80,13.70,2021-03-05,2306065
600.00,0.00,52.00,3.30,13.10,2021-03-05,2306065
700.00,0.00,56.00,2.40,12.20,2021-03-05,2306065
800.00,0.00,65.00,1.50,9.90,2021-03-05,2306065
900.00,0.00,73.00,1.30,8.40,2021-03-05,2306065
1000.00,0.00,78.00,1.30,6.80,2021-03-05,2306065
1100.00,0.00,85.00,0.20,5.40,2021-03-05,2306065
1200.00,0.00,88.00,0.90,5.30,2021-03-05,2306065
1300.00,0.00,94.00,0.50,4.30,2021-03-05,2306065
1400.00,0.00,95.00,0.40,4.50,2021-03-05,2306065
1500.00,0.00,97.00,0.70,4.30,2021-03-05,2306065
1600.00,0.00,99.00,0.20,3.70,2021-03-05,2306065
1700.00,0.00,100.00,0.60,3.70,2021-03-05,2306065
1800.00,0.00,100.00,0.50,3.70,2021-03-05,2306065
1900.00,0.00,100.00,0.10,3.40,2021-03-05,2306065
2000.00,0.00,100.00,0.00,2.90,2021-03-05,2306065
2100.00,0.00,100.00,0.10,3.30,2021-03-05,2306065
2200.00,0.00,91.00,0.50,4.70,2021-03-05,2306065
2300.00,0.00,86.00,1.50,6.30,2021-03-05,2306065
0.00,0.00,79.00,1.20,7.30,2021-03-06,2306065
100.00,0.00,73.00,1.60,9.00,2021-03-06,2306065
200.00,0.00,58.00,1.30,10.90,2021-03-06,2306065
300.00,0.00,52.00,1.80,11.60,2021-03-06,2306065
400.00,0.00,52.00,2.50,12.00,2021-03-06,2306065
500.00,0.00,51.00,2.70,9.70,2021-03-06,2306065
600.00,0.00,53.00,2.30,9.80,2021-03-06,2306065
700.00,0.00,53.00,2.10,8.70,2021-03-06,2306065
800.00,0.00,56.00,2.50,7.30,2021-03-06,2306065
900.00,0.00,56.00,2.10,6.00,2021-03-06,2306065
1000.00,0.00,57.00,1.40,5.10,2021-03-06,2306065
1100.00,0.00,57.00,1.60,4.70,2021-03-06,2306065
1200.00,0.00,58.00,1.40,4.70,2021-03-06,2306065
1300.00,0.00,58.00,0.50,3.40,2021-03-06,2306065
1400.00,0.00,61.00,2.00,3.50,2021-03-06,2306065
1500.00,0.00,63.00,1.40,2.40,2021-03-06,2306065
1600.00,0.00,64.00,1.00,1.50,2021-03-06,2306065
1700.00,0.00,68.00,1.00,1.80,2021-03-06,2306065
1800.00,0.00,66.00,1.50,1.40,2021-03-06,2306065
1900.00,0.00,66.00,0.80,1.50,2021-03-06,2306065
2000.00,0.00,71.00,0.50,0.80,2021-03-06,2306065
2100.00,0.00,68.00,0.90,1.00,2021-03-06,2306065
2200.00,0.00,65.00,1.50,2.50,2021-03-06,2306065
2300.00,0.00,60.00,1.70,4.70,2021-03-06,2306065
0.00,0.00,58.00,2.40,6.60,2021-03-07,2306065
100.00,0.00,58.00,1.50,8.00,2021-03-07,2306065
200.00,0.00,54.00,1.30,9.10,2021-03-07,2306065
300.00,0.00,52.00,1.30,10.20,2021-03-07,2306065
400.00,0.00,52.00,2.20,11.30,2021-03-07,2306065
500.00,0.00,53.00,2.90,10.60,2021-03-07,2306065
600.00,0.00,55.00,2.90,9.80,2021-03-07,2306065
700.00,0.00,59.00,2.10,8.80,2021-03-07,2306065
800.00,0.00,65.00,1.70,7.00,2021-03-07,2306065
900.00,0.00,72.00,0.40,5.00,2021-03-07,2306065
1000.00,0.00,73.00,1.10,4.30,2021-03-07,2306065
1100.00,0.00,78.00,0.30,2.70,2021-03-07,2306065
1200.00,0.00,84.00,0.90,2.30,2021-03-07,2306065
1300.00,0.00,90.00,0.80,2.10,2021-03-07,2306065
1400.00,0.00,89.00,0.60,1.50,2021-03-07,2306065
1500.00,0.00,92.00,1.00,1.10,2021-03-07,2306065
1600.00,0.00,91.00,0.80,0.80,2021-03-07,2306065
1700.00,0.00,94.00,0.90,0.80,2021-03-07,2306065
1800.00,0.00,96.00,1.00,0.40,2021-03-07,2306065
1900.00,0.00,97.00,0.60,0.30,2021-03-07,2306065
2000.00,0.00,97.00,0.80,-0.10,2021-03-07,2306065
2100.00,0.00,98.00,0.70,-0.50,2021-03-07,2306065
2200.00,0.00,95.00,0.20,1.70,2021-03-07,2306065
2300.00,0.00,72.00,0.90,5.50,2021-03-07,2306065
0.00,0.00,57.00,1.10,7.20,2021-03-08,2306065
100.00,0.00,56.00,1.60,8.90,2021-03-08,2306065
200.00,0.00,51.00,2.40,10.80,2021-03-08,2306065
300.00,0.00,49.00,2.60,11.20,2021-03-08,2306065
400.00,0.00,44.00,2.70,10.60,2021-03-08,2306065
500.00,0.00,48.00,2.90,10.30,2021-03-08,2306065
600.00,0.00,50.00,2.80,10.10,2021-03-08,2306065
700.00,0.00,51.00,1.90,9.70,2021-03-08,2306065
800.00,0.00,56.00,1.60,7.40,2021-03-08,2306065
900.00,0.00,67.00,0.40,4.80,2021-03-08,2306065
1000.00,0.00,73.00,0.20,3.50,2021-03-08,2306065
1100.00,0.00,77.00,0.50,2.60,2021-03-08,2306065
1200.00,0.00,81.00,0.70,1.80,2021-03-08,2306065
1300.00,0.00,85.00,0.60,1.70,2021-03-08,2306065
1400.00,0.00,80.00,0.10,1.30,2021-03-08,2306065
1500.00,0.00,80.00,1.00,1.30,2021-03-08,2306065
1600.00,0.00,85.00,0.30,1.20,2021-03-08,2306065
1700.00,0.00,86.00,0.80,0.80,2021-03-08,2306065
1800.00,0.00,87.00,0.80,0.30,2021-03-08,2306065
1900.00,0.00,92.00,0.50,-0.20,2021-03-08,2306065
2000.00,0.00,95.00,0.90,-0.20,2021-03-08,2306065
2100.00,0.00,94.00,0.30,0.40,2021-03-08,2306065
2200.00,0.00,86.00,0.00,3.10,2021-03-08,2306065
2300.00,0.00,72.00,0.80,5.50,2021-03-08,2306065
0.00,0.00,60.00,1.10,7.30,2021-03-09,2306065
100.00,0.00,56.00,1.80,8.60,2021-03-09,2306065
200.00,0.00,39.00,2.00,9.80,2021-03-09,2306065
300.00,0.00,38.00,2.40,11.00,2021-03-09,2306065
400.00,0.00,40.00,2.60,11.20,2021-03-09,2306065
500.00,0.00,34.00,2.60,10.90,2021-03-09,2306065
600.00,0.00,40.00,3.40,9.70,2021-03-09,2306065
700.00,0.00,34.00,3.30,7.80,2021-03-09,2306065
800.00,0.00,49.00,2.80,6.80,2021-03-09,2306065
900.00,0.00,68.00,1.90,5.80,2021-03-09,2306065
1000.00,0.00,78.00,0.60,4.90,2021-03-09,2306065
1100.00,0.00,82.00,0.50,3.70,2021-03-09,2306065
1200.00,0.00,89.00,0.30,2.70,2021-03-09,2306065
1300.00,0.00,90.00,0.80,2.40,2021-03-09,2306065
1400.00,0.00,93.00,0.70,2.10,2021-03-09,2306065
1500.00,0.00,95.00,1.00,1.80,2021-03-09,2306065
1600.00,0.00,97.00,0.60,1.50,2021-03-09,2306065
1700.00,0.00,98.00,1.00,1.20,2021-03-09,2306065
1800.00,0.00,98.00,0.70,1.20,2021-03-09,2306065
1900.00,0.00,98.00,0.50,1.00,2021-03-09,2306065
2000.00,0.00,99.00,1.00,0.80,2021-03-09,2306065
2100.00,0.00,99.00,0.10,1.30,2021-03-09,2306065
2200.00,0.00,99.00,0.10,2.90,2021-03-09,2306065
2300.00,0.00,76.00,0.60,6.70,2021-03-09,2306065
0.00,0.00,64.00,1.90,8.60,2021-03-10,2306065
100.00,0.00,54.00,2.70,10.30,2021-03-10,2306065
200.00,0.00,44.00,2.40,12.00,2021-03-10,2306065
300.00,0.00,43.00,1.90,13.50,2021-03-10,2306065
400.00,0.00,39.00,1.40,15.70,2021-03-10,2306065
500.00,0.00,34.00,2.50,15.00,2021-03-10,2306065
600.00,0.00,41.00,2.50,11.90,2021-03-10,2306065
700.00,0.00,46.00,1.80,11.40,2021-03-10,2306065
800.00,0.00,58.00,0.80,9.50,2021-03-10,2306065
900.00,0.00,62.00,0.70,7.10,2021-03-10,2306065
1000.00,0.00,65.00,0.70,6.10,2021-03-10,2306065
1100.00,0.00,76.00,0.40,5.20,2021-03-10,2306065
1200.00,0.00,76.00,0.20,4.20,2021-03-10,2306065
1300.00,0.00,77.00,0.50,3.20,2021-03-10,2306065
1400.00,0.00,82.00,0.70,3.40,2021-03-10,2306065
1500.00,0.00,86.00,0.90,2.50,2021-03-10,2306065
1600.00,0.00,87.00,0.80,3.40,2021-03-10,2306065
1700.00,0.00,85.00,0.50,3.10,2021-03-10,2306065
1800.00,0.00,89.00,0.00,2.10,2021-03-10,2306065
1900.00,0.00,92.00,0.40,1.40,2021-03-10,2306065
2000.00,0.00,93.00,0.90,1.50,2021-03-10,2306065
2100.00,0.00,96.00,1.00,2.10,2021-03-10,2306065
2200.00,0.00,87.00,0.10,4.00,2021-03-10,2306065
2300.00,0.00,61.00,0.70,8.00,2021-03-10,2306065
0.00,0.00,40.00,0.80,10.50,2021-03-11,2306065
100.00,0.00,39.00,1.60,11.80,2021-03-11,2306065
200.00,0.00,35.00,1.80,13.20,2021-03-11,2306065
300.00,0.00,29.00,1.50,14.50,2021-03-11,2306065
400.00,0.00,27.00,2.70,14.90,2021-03-11,2306065
500.00,0.00,35.00,2.60,14.10,2021-03-11,2306065
600.00,0.00,39.00,2.40,12.00,2021-03-11,2306065
700.00,0.00,38.00,1.40,10.90,2021-03-11,2306065
800.00,0.00,37.00,0.70,10.00,2021-03-11,2306065
900.00,0.00,47.00,0.40,7.90,2021-03-11,2306065
1000.00,0.00,48.00,0.60,7.90,2021-03-11,2306065
1100.00,0.00,52.00,0.40,7.40,2021-03-11,2306065
1200.00,0.00,62.00,0.70,7.30,2021-03-11,2306065
1300.00,0.00,62.00,0.80,7.00,2021-03-11,2306065
1400.00,0.00,64.00,0.30,7.40,2021-03-11,2306065
1500.00,0.00,60.00,0.30,7.40,2021-03-11,2306065
1600.00,0.00,60.00,0.10,7.20,2021-03-11,2306065
1700.00,0.00,68.00,0.60,7.10,2021-03-11,2306065
1800.00,0.00,68.00,0.40,7.30,2021-03-11,2306065
1900.00,0.00,68.00,0.20,7.50,2021-03-11,2306065
2000.00,0.00,80.00,0.30,7.20,2021-03-11,2306065
2100.00,0.00,76.00,0.40,7.30,2021-03-11,2306065
2200.00,0.00,60.00,0.80,8.60,2021-03-11,2306065
2300.00,0.00,60.00,0.60,9.60,2021-03-11,2306065
0.00,0.00,56.00,1.20,11.00,2021-03-12,2306065
100.00,0.00,52.00,1.10,12.20,2021-03-12,2306065
200.00,0.00,46.00,0.90,13.30,2021-03-12,2306065
300.00,0.00,43.00,1.10,14.10,2021-03-12,2306065
400.00,0.00,47.00,1.60,13.60,2021-03-12,2306065
500.00,0.00,62.00,2.70,12.20,2021-03-12,2306065
600.00,0.00,63.00,1.50,12.50,2021-03-12,2306065
700.00,0.00,60.00,1.20,13.00,2021-03-12,2306065
800.00,0.00,56.00,0.80,12.20,2021-03-12,2306065
900.00,0.00,60.00,0.20,9.70,2021-03-12,2306065
1000.00,0.00,62.00,1.00,9.40,2021-03-12,2306065
1100.00,0.00,66.00,0.40,7.30,2021-03-12,2306065
1200.00,0.00,67.00,1.50,7.70,2021-03-12,2306065
1300.00,0.00,67.00,0.80,6.60,2021-03-12,2306065
1400.00,0.00,68.00,0.30,5.30,2021-03-12,2306065
1500.00,0.00,72.00,0.60,4.50,2021-03-12,2306065
1600.00,0.00,73.00,0.20,4.20,2021-03-12,2306065
1700.00,0.00,75.00,0.50,4.30,2021-03-12,2306065
1800.00,0.00,77.00,0.20,3.10,2021-03-12,2306065
1900.00,0.00,81.00,0.10,3.30,2021-03-12,2306065
2000.00,0.00,91.00,0.60,2.60,2021-03-12,2306065
2100.00,0.00,92.00,0.90,3.70,2021-03-12,2306065
2200.00,0.00,78.00,0.60,5.50,2021-03-12,2306065
2300.00,0.00,69.00,0.70,7.40,2021-03-12,2306065
0.00,0.00,65.00,1.30,9.80,2021-03-13,2306065
100.00,0.00,57.00,1.10,11.50,2021-03-13,2306065
200.00,0.00,52.00,1.70,12.20,2021-03-13,2306065
300.00,0.00,46.00,2.60,13.10,2021-03-13,2306065
400.00,0.00,44.00,3.10,14.00,2021-03-13,2306065
500.00,0.00,49.00,3.10,12.60,2021-03-13,2306065
600.00,0.00,50.00,2.70,11.50,2021-03-13,2306065
700.00,0.00,55.00,2.20,10.30,2021-03-13,2306065
800.00,0.00,60.00,1.60,9.20,2021-03-13,2306065
900.00,0.00,65.00,1.10,8.00,2021-03-13,2306065
1000.00,0.00,76.00,0.10,6.60,2021-03-13,2306065
1100.00,0.00,83.00,0.50,5.40,2021-03-13,2306065
1200.00,0.00,83.00,0.60,5.20,2021-03-13,2306065
1300.00,0.00,88.00,0.90,4.50,2021-03-13,2306065
1400.00,0.00,90.00,0.80,4.60,2021-03-13,2306065
1500.00,0.00,93.00,0.60,3.90,2021-03-13,2306065
1600.00,0.00,94.00,0.70,4.10,2021-03-13,2306065
1700.00,0.00,95.00,0.40,3.30,2021-03-13,2306065
1800.00,0.00,96.00,0.90,3.20,2021-03-13,2306065
1900.00,0.00,97.00,0.20,2.80,2021-03-13,2306065
2000.00,0.00,98.00,0.90,3.00,2021-03-13,2306065
2100.00,0.00,98.00,0.70,3.20,2021-03-13,2306065
2200.00,0.00,98.00,0.00,4.50,2021-03-13,2306065
2300.00,0.00,96.00,0.80,7.00,2021-03-13,2306065
0.00,0.00,89.00,1.50,8.30,2021-03-14,2306065
100.00,0.00,77.00,2.10,9.50,2021-03-14,2306065
200.00,0.00,69.00,1.90,10.00,2021-03-14,2306065
300.00,0.00,63.00,1.80,10.90,2021-03-14,2306065
400.00,0.00,58.00,2.20,11.20,2021-03-14,2306065
500.00,0.00,57.00,2.00,11.80,2021-03-14,2306065
600.00,0.00,58.00,2.40,11.20,2021-03-14,2306065
700.00,0.00,63.00,2.70,10.90,2021-03-14,2306065
800.00,0.00,69.00,1.50,8.80,2021-03-14,2306065
900.00,0.00,77.00,0.40,7.30,2021-03-14,2306065
1000.00,0.00,77.00,0.40,6.50,2021-03-14,2306065
1100.00,0.00,82.00,0.30,6.20,2021-03-14,2306065
1200.00,0.00,84.00,0.10,5.80,2021-03-14,2306065
1300.00,0.00,88.00,0.30,4.90,2021-03-14,2306065
1400.00,0.00,92.00,0.70,4.80,2021-03-14,2306065
1500.00,0.00,91.00,0.90,4.30,2021-03-14,2306065
1600.00,0.00,92.00,0.20,4.10,2021-03-14,2306065
1700.00,0.00,95.00,0.20,3.40,2021-03-14,2306065
1800.00,0.00,96.00,0.40,3.00,2021-03-14,2306065
1900.00,0.00,98.00,0.40,3.40,2021-03-14,2306065
2000.00,0.00,97.00,1.20,5.00,2021-03-14,2306065
2100.00,0.00,97.00,1.10,6.00,2021-03-14,2306065
2200.00,0.00,91.00,0.40,7.60,2021-03-14,2306065
2300.00,0.00,76.00,1.10,8.80,2021-03-14,2306065
0.00,0.00,65.00,1.90,11.40,2021-03-15,2306065
100.00,0.00,56.00,2.90,12.30,2021-03-15,2306065
200.00,0.00,52.00,1.80,13.50,2021-03-15,2306065
300.00,0.00,48.00,2.30,14.10,2021-03-15,2306065
400.00,0.00,45.00,1.90,14.60,2021-03-15,2306065
500.00,0.00,46.00,2.10,14.40,2021-03-15,2306065
600.00,0.00,48.00,2.80,13.70,2021-03-15,2306065
700.00,0.00,51.00,2.50,12.90,2021-03-15,2306065
800.00,0.00,54.00,1.00,12.50,2021-03-15,2306065
900.00,0.00,58.00,1.30,12.50,2021-03-15,2306065
1000.00,0.00,65.00,1.90,11.70,2021-03-15,2306065
1100.00,0.00,70.00,2.40,11.00,2021-03-15,2306065
1200.00,0.00,80.00,2.30,10.70,2021-03-15,2306065
1300.00,0.00,91.00,2.80,10.20,2021-03-15,2306065
1400.00,0.50,97.00,3.00,8.90,2021-03-15,2306065
1500.00,0.50,98.00,1.80,8.10,2021-03-15,2306065
1600.00,0.00,98.00,1.00,7.90,2021-03-15,2306065
1700.00,0.00,98.00,1.10,7.80,2021-03-15,2306065
1800.00,0.00,94.00,1.80,6.80,2021-03-15,2306065
1900.00,0.00,62.00,1.00,4.70,2021-03-15,2306065
2000.00,0.00,52.00,1.50,4.00,2021-03-15,2306065
2100.00,0.00,50.00,1.50,4.00,2021-03-15,2306065
2200.00,0.00,43.00,1.50,6.20,2021-03-15,2306065
2300.00,0.00,38.00,2.20,6.80,2021-03-15,2306065
0.00,0.00,40.00,2.30,7.70,2021-03-16,2306065
100.00,0.00,34.00,1.80,9.20,2021-03-16,2306065
200.00,0.00,35.00,1.70,10.70,2021-03-16,2306065
300.00,0.00,29.00,2.60,11.50,2021-03-16,2306065
400.00,0.00,31.00,3.90,11.00,2021-03-16,2306065
500.00,0.00,39.00,3.70,11.60,2021-03-16,2306065
600.00,0.00,40.00,3.60,10.30,2021-03-16,2306065
700.00,0.00,40.00,3.30,10.00,2021-03-16,2306065
800.00,0.00,44.00,2.50,9.70,2021-03-16,2306065
900.00,0.00,47.00,1.20,7.70,2021-03-16,2306065
1000.00,0.00,45.00,0.90,5.50,2021-03-16,2306065
1100.00,0.00,44.00,0.30,4.40,2021-03-16,2306065
1200.00,0.00,48.00,0.30,3.80,2021-03-16,2306065
1300.00,0.00,47.00,0.40,3.00,2021-03-16,2306065
1400.00,0.00,61.00,0.80,1.80,2021-03-16,2306065
1500.00,0.00,70.00,1.10,1.30,2021-03-16,2306065
1600.00,0.00,76.00,0.90,1.10,2021-03-16,2306065
1700.00,0.00,78.00,1.20,0.20,2021-03-16,2306065
1800.00,0.00,80.00,0.80,0.60,2021-03-16,2306065
1900.00,0.00,81.00,1.10,-0.20,2021-03-16,2306065
2000.00,0.00,80.00,0.20,-0.10,2021-03-16,2306065
2100.00,0.00,70.00,0.40,0.90,2021-03-16,2306065
2200.00,0.00,47.00,0.80,4.80,2021-03-16,2306065
2300.00,0.00,42.00,1.60,6.20,2021-03-16,2306065
0.00,0.00,41.00,1.30,8.80,2021-03-17,2306065
100.00,0.00,37.00,2.00,10.80,2021-03-17,2306065
200.00,0.00,32.00,1.00,12.30,2021-03-17,2306065
300.00,0.00,26.00,2.30,13.50,2021-03-17,2306065
400.00,0.00,26.00,2.30,15.00,2021-03-17,2306065
500.00,0.00,41.00,3.00,14.50,2021-03-17,2306065
