hour,precipitation,humidity,wind_speed,temperature,date,region_id
500.00,0.00,58.00,1.40,27.90,2021-06-28,2306065
600.00,0.00,55.00,0.90,28.90,2021-06-28,2306065
700.00,0.00,62.00,1.90,25.70,2021-06-28,2306065
800.00,0.00,73.00,0.20,22.10,2021-06-28,2306065
900.00,0.50,83.00,0.80,21.80,2021-06-28,2306065
1000.00,0.00,95.00,0.80,20.90,2021-06-28,2306065
1100.00,0.00,96.00,0.50,20.50,2021-06-28,2306065
1200.00,0.00,95.00,0.60,20.50,2021-06-28,2306065
1300.00,0.00,96.00,0.30,20.10,2021-06-28,2306065
1400.00,0.00,96.00,0.20,20.10,2021-06-28,2306065
1500.00,0.00,97.00,0.70,19.80,2021-06-28,2306065
1600.00,0.00,98.00,0.20,19.60,2021-06-28,2306065
1700.00,0.00,99.00,0.00,19.50,2021-06-28,2306065
1800.00,0.00,99.00,0.30,19.90,2021-06-28,2306065
1900.00,0.00,99.00,0.60,20.00,2021-06-28,2306065
2000.00,0.00,99.00,0.60,20.60,2021-06-28,2306065
2100.00,0.00,83.00,0.80,22.30,2021-06-28,2306065
2200.00,0.00,74.00,0.80,24.20,2021-06-28,2306065
2300.00,0.00,71.00,0.50,25.30,2021-06-28,2306065
0.00,0.00,67.00,1.10,25.40,2021-06-29,2306065
100.00,0.00,69.00,0.80,24.50,2021-06-29,2306065
200.00,0.00,89.00,0.90,25.50,2021-06-29,2306065
300.00,0.00,95.00,1.80,26.20,2021-06-29,2306065
400.00,0.00,89.00,0.90,26.50,2021-06-29,2306065
500.00,0.00,73.00,2.20,27.40,2021-06-29,2306065
600.00,0.00,71.00,3.00,26.30,2021-06-29,2306065
700.00,0.00,70.00,2.50,26.00,2021-06-29,2306065
800.00,0.00,70.00,2.40,24.80,2021-06-29,2306065
900.00,0.00,73.00,1.80,23.40,2021-06-29,2306065
1000.00,0.00,79.00,1.00,21.90,2021-06-29,2306065
1100.00,0.00,85.00,0.70,21.20,2021-06-29,2306065
1200.00,0.00,93.00,0.30,20.70,2021-06-29,2306065
1300.00,0.00,96.00,0.20,20.20,2021-06-29,2306065
1400.00,0.00,97.00,0.20,20.30,2021-06-29,2306065
1500.00,0.00,98.00,0.30,20.10,2021-06-29,2306065
1600.00,0.00,97.00,0.70,19.90,2021-06-29,2306065
1700.00,0.00,97.00,0.10,19.70,2021-06-29,2306065
1800.00,0.00,97.00,0.10,20.40,2021-06-29,2306065
1900.00,0.00,97.00,0.10,20.40,2021-06-29,2306065
2000.00,0.00,95.00,0.20,20.70,2021-06-29,2306065
2100.00,0.00,89.00,0.80,22.00,2021-06-29,2306065
2200.00,0.00,80.00,0.80,22.90,2021-06-29,2306065
2300.00,0.00,76.00,0.50,24.20,2021-06-29,2306065
0.00,0.00,70.00,0.80,25.40,2021-06-30,2306065
100.00,3.50,71.00,1.30,23.50,2021-06-30,2306065
200.00,18.00,77.00,0.40,22.80,2021-06-30,2306065
300.00,0.00,70.00,0.40,25.20,2021-06-30,2306065
400.00,0.00,86.00,0.50,25.90,2021-06-30,2306065
500.00,0.00,71.00,0.60,26.40,2021-06-30,2306065
600.00,0.00,62.00,0.30,27.50,2021-06-30,2306065
700.00,0.00,66.00,0.60,27.90,2021-06-30,2306065
800.00,0.00,77.00,0.70,26.60,2021-06-30,2306065
900.00,0.00,84.00,0.80,24.30,2021-06-30,2306065
1000.00,0.00,82.00,0.30,22.40,2021-06-30,2306065
1100.00,0.00,84.00,0.30,21.50,2021-06-30,2306065
1200.00,0.00,90.00,0.30,20.80,2021-06-30,2306065
1300.00,0.00,95.00,0.30,20.70,2021-06-30,2306065
1400.00,0.00,96.00,0.70,20.60,2021-06-30,2306065
1500.00,0.00,97.00,0.60,20.60,2021-06-30,2306065
1600.00,0.00,98.00,0.00,20.20,2021-06-30,2306065
1700.00,0.00,99.00,0.40,20.20,2021-06-30,2306065
1800.00,0.00,99.00,0.10,19.80,2021-06-30,2306065
1900.00,0.00,99.00,0.50,19.80,2021-06-30,2306065
2000.00,0.00,99.00,0.50,20.50,2021-06-30,2306065
2100.00,0.00,93.00,0.50,22.60,2021-06-30,2306065
2200.00,0.00,79.00,1.40,24.70,2021-06-30,2306065
2300.00,0.00,72.00,0.60,26.30,2021-06-30,2306065
0.00,0.00,71.00,0.70,27.60,2021-07-01,2306065
100.00,0.00,63.00,0.70,27.90,2021-07-01,2306065
200.00,0.00,59.00,0.70,28.50,2021-07-01,2306065
300.00,0.00,57.00,1.90,29.20,2021-07-01,2306065
400.00,0.00,61.00,2.00,28.90,2021-07-01,2306065
500.00,0.00,64.00,2.60,28.60,2021-07-01,2306065
600.00,0.00,66.00,1.60,29.50,2021-07-01,2306065
700.00,0.00,61.00,0.40,30.20,2021-07-01,2306065
800.00,0.00,61.00,0.50,28.60,2021-07-01,2306065
900.00,0.00,61.00,0.20,26.20,2021-07-01,2306065
1000.00,0.00,65.00,0.30,24.40,2021-07-01,2306065
1100.00,0.00,82.00,0.70,23.20,2021-07-01,2306065
1200.00,0.00,88.00,0.90,22.80,2021-07-01,2306065
1300.00,0.00,92.00,0.20,22.40,2021-07-01,2306065
1400.00,0.00,92.00,0.30,22.10,2021-07-01,2306065
1500.00,0.00,88.00,0.00,22.10,2021-07-01,2306065
1600.00,0.00,92.00,0.00,21.90,2021-07-01,2306065
1700.00,0.00,95.00,0.00,22.10,2021-07-01,2306065
1800.00,0.00,96.00,0.70,23.60,2021-07-01,2306065
1900.00,0.00,92.00,1.00,23.60,2021-07-01,2306065
2000.00,0.00,90.00,0.60,23.50,2021-07-01,2306065
2100.00,0.00,89.00,0.90,24.10,2021-07-01,2306065
2200.00,0.00,76.00,0.70,24.20,2021-07-01,2306065
2300.00,0.00,69.00,0.70,25.70,2021-07-01,2306065
0.00,0.00,65.00,0.60,26.90,2021-07-02,2306065
100.00,0.00,62.00,0.70,27.70,2021-07-02,2306065
200.00,0.00,57.00,1.40,29.80,2021-07-02,2306065
300.00,0.00,52.00,1.20,30.30,2021-07-02,2306065
400.00,0.00,51.00,1.20,31.30,2021-07-02,2306065
500.00,0.00,49.00,1.50,31.40,2021-07-02,2306065
600.00,0.00,50.00,1.20,32.20,2021-07-02,2306065
700.00,0.00,52.00,1.20,31.10,2021-07-02,2306065
900.00,0.00,53.00,1.30,27.90,2021-07-02,2306065
1000.00,0.00,69.00,0.80,25.90,2021-07-02,2306065
1100.00,0.00,79.00,0.80,24.60,2021-07-02,2306065
1200.00,0.00,78.00,0.50,24.60,2021-07-02,2306065
1300.00,0.00,81.00,1.00,25.60,2021-07-02,2306065
1400.00,0.00,64.00,1.50,25.80,2021-07-02,2306065
1500.00,0.00,73.00,1.90,25.00,2021-07-02,2306065
1600.00,0.00,71.00,2.30,25.00,2021-07-02,2306065
1700.00,0.00,72.00,1.70,24.40,2021-07-02,2306065
1800.00,0.00,68.00,2.50,24.20,2021-07-02,2306065
1900.00,0.00,75.00,2.10,23.60,2021-07-02,2306065
2000.00,0.00,70.00,2.70,23.30,2021-07-02,2306065
2100.00,0.00,69.00,2.80,23.20,2021-07-02,2306065
2200.00,0.00,67.00,3.60,23.50,2021-07-02,2306065
2300.00,0.00,64.00,2.60,24.70,2021-07-02,2306065
0.00,0.00,62.00,2.50,24.50,2021-07-03,2306065
100.00,0.00,63.00,2.60,24.90,2021-07-03,2306065
200.00,0.00,63.00,2.40,25.40,2021-07-03,2306065
300.00,0.00,62.00,2.70,25.10,2021-07-03,2306065
400.00,0.00,64.00,2.40,25.10,2021-07-03,2306065
500.00,0.00,77.00,2.90,24.00,2021-07-03,2306065
600.00,1.50,89.00,2.70,22.10,2021-07-03,2306065
700.00,12.00,93.00,3.10,21.00,2021-07-03,2306065
800.00,10.50,94.00,3.90,20.40,2021-07-03,2306065
900.00,7.50,93.00,3.90,20.30,2021-07-03,2306065
1000.00,8.00,94.00,4.60,20.00,2021-07-03,2306065
1100.00,6.00,94.00,4.90,20.10,2021-07-03,2306065
1200.00,6.00,94.00,5.20,19.90,2021-07-03,2306065
1300.00,7.50,96.00,4.60,19.90,2021-07-03,2306065
1400.00,3.00,94.00,3.20,20.30,2021-07-03,2306065
1500.00,2.00,96.00,3.70,20.50,2021-07-03,2306065
1600.00,1.50,97.00,2.50,20.90,2021-07-03,2306065
1700.00,1.00,98.00,1.30,21.40,2021-07-03,2306065
1800.00,1.50,99.00,0.30,21.50,2021-07-03,2306065
1900.00,1.50,100.00,1.50,22.00,2021-07-03,2306065
2000.00,1.00,100.00,1.80,22.10,2021-07-03,2306065
2100.00,1.00,99.00,1.80,21.90,2021-07-03,2306065
2200.00,1.00,99.00,1.50,21.80,2021-07-03,2306065
2300.00,0.00,100.00,1.70,21.90,2021-07-03,2306065
0.00,1.00,99.00,2.70,22.10,2021-07-04,2306065
100.00,0.00,99.00,1.90,22.20,2021-07-04,2306065
200.00,0.50,99.00,1.50,22.50,2021-07-04,2306065
300.00,0.50,99.00,2.50,22.60,2021-07-04,2306065
400.00,0.00,99.00,2.00,22.70,2021-07-04,2306065
500.00,0.00,98.00,1.80,22.10,2021-07-04,2306065
600.00,0.00,99.00,1.50,20.90,2021-07-04,2306065
700.00,0.00,99.00,2.20,20.70,2021-07-04,2306065
800.00,0.00,99.00,2.70,20.30,2021-07-04,2306065
900.00,0.00,99.00,1.40,20.10,2021-07-04,2306065
1000.00,0.00,98.00,1.90,20.00,2021-07-04,2306065
1100.00,0.00,96.00,2.20,20.30,2021-07-04,2306065
1200.00,0.00,94.00,2.20,20.50,2021-07-04,2306065
1300.00,0.00,93.00,2.00,20.50,2021-07-04,2306065
1400.00,0.00,92.00,1.60,20.40,2021-07-04,2306065
1500.00,0.00,91.00,1.90,20.20,2021-07-04,2306065
1600.00,0.00,92.00,1.20,20.10,2021-07-04,2306065
1700.00,0.00,93.00,0.90,20.20,2021-07-04,2306065
1800.00,0.00,96.00,0.30,19.70,2021-07-04,2306065
1900.00,0.00,97.00,0.50,19.50,2021-07-04,2306065
2000.00,0.00,97.00,0.30,19.80,2021-07-04,2306065
2100.00,0.00,94.00,0.30,20.90,2021-07-04,2306065
2200.00,0.00,84.00,0.50,21.50,2021-07-04,2306065
2300.00,0.00,82.00,0.20,22.60,2021-07-04,2306065
0.00,0.00,77.00,0.80,23.20,2021-07-05,2306065
100.00,0.00,67.00,0.70,23.90,2021-07-05,2306065
200.00,0.00,68.00,0.80,24.80,2021-07-05,2306065
300.00,0.00,69.00,0.90,25.20,2021-07-05,2306065
400.00,0.00,69.00,1.00,26.10,2021-07-05,2306065
500.00,0.00,67.00,1.00,26.50,2021-07-05,2306065
600.00,0.00,68.00,0.60,26.00,2021-07-05,2306065
700.00,0.00,80.00,0.50,24.40,2021-07-05,2306065
800.00,0.00,79.00,1.50,23.80,2021-07-05,2306065
900.00,0.00,86.00,0.70,22.70,2021-07-05,2306065
1000.00,0.00,83.00,0.40,22.00,2021-07-05,2306065
1100.00,0.00,92.00,0.40,21.60,2021-07-05,2306065
1200.00,0.00,95.00,0.40,21.00,2021-07-05,2306065
1300.00,0.00,96.00,0.20,20.70,2021-07-05,2306065
1400.00,0.00,95.00,0.30,20.70,2021-07-05,2306065
1500.00,0.00,97.00,0.20,20.20,2021-07-05,2306065
1600.00,0.00,97.00,0.20,20.10,2021-07-05,2306065
1700.00,0.00,97.00,0.20,20.20,2021-07-05,2306065
1800.00,0.00,95.00,0.20,20.10,2021-07-05,2306065
1900.00,0.00,98.00,0.30,19.70,2021-07-05,2306065
2000.00,0.00,99.00,0.10,20.50,2021-07-05,2306065
2100.00,0.00,87.00,0.10,22.20,2021-07-05,2306065
2200.00,0.00,83.00,0.70,23.10,2021-07-05,2306065
2300.00,0.00,68.00,0.60,25.70,2021-07-05,2306065
0.00,0.00,64.00,0.40,26.50,2021-07-06,2306065
100.00,0.00,68.00,0.50,27.70,2021-07-06,2306065
200.00,0.00,58.00,0.30,28.80,2021-07-06,2306065
300.00,0.00,68.00,1.50,29.60,2021-07-06,2306065
400.00,0.00,66.00,2.50,28.90,2021-07-06,2306065
500.00,0.00,65.00,2.30,27.60,2021-07-06,2306065
600.00,0.00,63.00,1.30,26.90,2021-07-06,2306065
700.00,0.00,66.00,1.10,26.40,2021-07-06,2306065
800.00,0.00,66.00,0.80,26.70,2021-07-06,2306065
900.00,0.00,77.00,0.40,24.90,2021-07-06,2306065
1000.00,0.00,84.00,0.20,23.50,2021-07-06,2306065
1100.00,0.00,89.00,0.50,22.80,2021-07-06,2306065
1200.00,0.00,89.00,0.40,22.10,2021-07-06,2306065
1300.00,0.00,89.00,0.40,21.90,2021-07-06,2306065
1400.00,0.00,88.00,0.30,21.90,2021-07-06,2306065
1500.00,0.00,91.00,0.20,22.60,2021-07-06,2306065
1600.00,0.00,90.00,0.10,22.60,2021-07-06,2306065
1700.00,0.00,96.00,0.00,22.50,2021-07-06,2306065
1800.00,0.00,98.00,0.10,22.40,2021-07-06,2306065
1900.00,0.00,98.00,0.30,22.20,2021-07-06,2306065
2000.00,0.00,99.00,0.20,23.00,2021-07-06,2306065
2100.00,0.00,97.00,0.80,24.00,2021-07-06,2306065
2200.00,0.00,81.00,1.30,25.70,2021-07-06,2306065
2300.00,0.00,82.00,1.30,27.10,2021-07-06,2306065
0.00,0.00,73.00,0.80,27.70,2021-07-07,2306065
100.00,0.00,73.00,1.00,28.00,2021-07-07,2306065
200.00,0.00,70.00,0.80,26.80,2021-07-07,2306065
300.00,0.00,68.00,1.40,27.90,2021-07-07,2306065
400.00,0.00,73.00,0.10,27.40,2021-07-07,2306065
500.00,0.00,73.00,1.30,27.20,2021-07-07,2306065
600.00,0.00,75.00,1.00,27.40,2021-07-07,2306065
700.00,0.00,77.00,1.70,26.50,2021-07-07,2306065
800.00,0.00,76.00,0.50,26.20,2021-07-07,2306065
900.00,0.00,84.00,0.70,25.40,2021-07-07,2306065
1000.00,0.00,84.00,0.40,24.80,2021-07-07,2306065
1100.00,0.00,88.00,0.10,24.10,2021-07-07,2306065
1200.00,0.00,88.00,0.40,24.10,2021-07-07,2306065
1300.00,0.00,94.00,0.20,23.60,2021-07-07,2306065
1400.00,0.50,97.00,0.40,23.10,2021-07-07,2306065
1500.00,0.50,99.00,0.40,23.00,2021-07-07,2306065
1600.00,0.00,99.00,0.50,23.00,2021-07-07,2306065
1700.00,0.00,98.00,0.00,22.70,2021-07-07,2306065
1800.00,0.00,99.00,0.40,22.50,2021-07-07,2306065
1900.00,0.00,99.00,0.10,22.30,2021-07-07,2306065
2000.00,0.00,99.00,0.20,22.70,2021-07-07,2306065
2100.00,0.00,99.00,0.60,23.00,2021-07-07,2306065
2200.00,0.00,95.00,0.90,23.00,2021-07-07,2306065
2300.00,0.00,88.00,0.40,24.20,2021-07-07,2306065
0.00,0.00,77.00,1.10,26.40,2021-07-08,2306065
100.00,0.00,76.00,0.70,27.80,2021-07-08,2306065
200.00,0.00,72.00,0.50,28.30,2021-07-08,2306065
300.00,0.00,71.00,2.30,28.20,2021-07-08,2306065
400.00,0.00,71.00,1.70,28.10,2021-07-08,2306065
500.00,0.00,69.00,3.10,27.60,2021-07-08,2306065
600.00,0.00,70.00,2.10,27.60,2021-07-08,2306065
700.00,0.00,74.00,2.90,26.30,2021-07-08,2306065
800.00,0.00,78.00,2.50,24.60,2021-07-08,2306065
900.00,0.00,80.00,2.00,23.90,2021-07-08,2306065
1000.00,0.00,85.00,0.90,23.00,2021-07-08,2306065
1100.00,0.00,87.00,0.50,22.90,2021-07-08,2306065
1200.00,0.00,86.00,0.50,22.50,2021-07-08,2306065
1300.00,0.00,90.00,0.00,22.70,2021-07-08,2306065
1400.00,0.00,89.00,0.00,22.70,2021-07-08,2306065
1500.00,0.00,90.00,0.40,22.70,2021-07-08,2306065
1600.00,0.00,91.00,0.40,22.70,2021-07-08,2306065
1700.00,0.00,91.00,0.30,22.80,2021-07-08,2306065
1800.00,0.00,93.00,0.00,22.90,2021-07-08,2306065
1900.00,0.00,90.00,0.00,22.80,2021-07-08,2306065
2000.00,0.00,92.00,0.00,22.80,2021-07-08,2306065
2100.00,0.00,83.00,0.80,23.80,2021-07-08,2306065
2200.00,0.00,82.00,1.10,24.10,2021-07-08,2306065
2300.00,0.00,75.00,0.90,25.20,2021-07-08,2306065
0.00,0.00,71.00,1.20,24.80,2021-07-09,2306065
100.00,0.00,74.00,1.70,25.30,2021-07-09,2306065
200.00,0.00,66.00,1.70,26.30,2021-07-09,2306065
300.00,0.00,65.00,1.60,26.20,2021-07-09,2306065
400.00,0.00,63.00,2.30,27.90,2021-07-09,2306065
500.00,0.00,64.00,2.30,27.80,2021-07-09,2306065
600.00,0.00,65.00,2.50,27.10,2021-07-09,2306065
700.00,0.00,65.00,2.30,27.20,2021-07-09,2306065
800.00,0.00,72.00,2.70,25.40,2021-07-09,2306065
900.00,0.00,79.00,1.40,24.60,2021-07-09,2306065
1000.00,0.00,83.00,0.50,22.90,2021-07-09,2306065
1100.00,0.00,89.00,0.30,22.20,2021-07-09,2306065
1200.00,0.00,93.00,0.50,21.70,2021-07-09,2306065
1300.00,0.00,90.00,0.30,22.00,2021-07-09,2306065
1400.00,0.00,89.00,0.30,22.70,2021-07-09,2306065
1500.00,0.00,90.00,0.90,22.80,2021-07-09,2306065
1600.00,0.00,89.00,0.20,22.90,2021-07-09,2306065
1700.00,0.00,91.00,0.40,22.80,2021-07-09,2306065
1800.00,0.00,93.00,0.40,23.00,2021-07-09,2306065
1900.00,3.00,97.00,0.90,22.10,2021-07-09,2306065
2000.00,0.00,99.00,0.50,21.90,2021-07-09,2306065
2100.00,0.50,99.00,0.50,22.90,2021-07-09,2306065
2200.00,0.00,98.00,0.10,23.60,2021-07-09,2306065
2300.00,0.00,91.00,0.80,24.40,2021-07-09,2306065
0.00,0.00,79.00,1.30,26.30,2021-07-10,2306065
100.00,0.00,74.00,1.90,26.90,2021-07-10,2306065
200.00,0.00,71.00,2.30,27.20,2021-07-10,2306065
300.00,0.00,71.00,3.00,27.10,2021-07-10,2306065
400.00,0.00,74.00,3.00,26.70,2021-07-10,2306065
500.00,0.00,74.00,4.10,27.00,2021-07-10,2306065
600.00,0.00,69.00,2.80,27.00,2021-07-10,2306065
700.00,0.00,75.00,1.60,26.50,2021-07-10,2306065
800.00,0.00,80.00,1.70,25.00,2021-07-10,2306065
900.00,0.00,84.00,0.90,25.30,2021-07-10,2306065
1000.00,0.00,87.00,0.20,24.40,2021-07-10,2306065
1100.00,0.00,88.00,0.10,24.10,2021-07-10,2306065
1200.00,0.00,91.00,0.60,23.80,2021-07-10,2306065
1300.00,0.00,92.00,0.30,24.10,2021-07-10,2306065
1400.00,0.00,93.00,1.30,24.20,2021-07-10,2306065
1500.00,0.00,92.00,0.70,24.40,2021-07-10,2306065
1600.00,0.00,93.00,0.30,24.20,2021-07-10,2306065
1700.00,0.00,93.00,0.20,24.00,2021-07-10,2306065
1800.00,0.00,92.00,0.60,24.20,2021-07-10,2306065
1900.00,0.00,93.00,0.30,23.80,2021-07-10,2306065
2000.00,0.00,95.00,0.90,23.80,2021-07-10,2306065
2100.00,0.50,98.00,0.90,23.70,2021-07-10,2306065
2200.00,0.00,97.00,1.10,24.30,2021-07-10,2306065
2300.00,0.00,96.00,1.00,24.80,2021-07-10,2306065
0.00,0.00,95.00,1.20,24.60,2021-07-11,2306065
100.00,0.00,97.00,2.40,24.80,2021-07-11,2306065
200.00,0.00,94.00,1.90,24.80,2021-07-11,2306065
300.00,0.00,90.00,2.30,25.90,2021-07-11,2306065
400.00,0.00,81.00,2.30,25.20,2021-07-11,2306065
500.00,0.00,82.00,1.80,26.00,2021-07-11,2306065
600.00,0.00,84.00,2.20,25.40,2021-07-11,2306065
700.00,0.00,86.00,0.20,25.60,2021-07-11,2306065
800.00,0.00,89.00,1.20,25.40,2021-07-11,2306065
900.00,0.00,91.00,1.50,24.90,2021-07-11,2306065
1000.00,0.00,93.00,0.40,24.80,2021-07-11,2306065
1100.00,0.00,96.00,0.40,24.80,2021-07-11,2306065
1200.00,0.00,98.00,0.10,24.10,2021-07-11,2306065
1300.00,0.00,98.00,0.30,24.20,2021-07-11,2306065
1400.00,0.00,99.00,0.40,23.80,2021-07-11,2306065
1500.00,0.00,99.00,0.10,24.00,2021-07-11,2306065
1600.00,0.00,99.00,0.50,24.30,2021-07-11,2306065
1700.00,0.00,98.00,0.30,24.20,2021-07-11,2306065
1800.00,0.00,96.00,0.00,24.30,2021-07-11,2306065
1900.00,0.00,97.00,0.40,24.20,2021-07-11,2306065
2000.00,0.00,97.00,0.60,24.20,2021-07-11,2306065
2100.00,0.00,90.00,1.60,25.10,2021-07-11,2306065
2200.00,0.00,89.00,1.20,26.60,2021-07-11,2306065
2300.00,0.00,90.00,0.90,25.90,2021-07-11,2306065
0.00,0.00,85.00,1.50,26.60,2021-07-12,2306065
100.00,0.00,83.00,0.50,27.20,2021-07-12,2306065
200.00,0.00,78.00,1.10,28.10,2021-07-12,2306065
300.00,0.00,71.00,1.30,30.10,2021-07-12,2306065
400.00,0.00,64.00,1.00,30.50,2021-07-12,2306065
500.00,0.00,63.00,0.30,32.40,2021-07-12,2306065
700.00,0.00,68.00,0.30,30.80,2021-07-12,2306065
800.00,0.00,75.00,0.30,29.90,2021-07-12,2306065
900.00,0.00,77.00,0.90,27.40,2021-07-12,2306065
1000.00,0.00,89.00,0.40,26.00,2021-07-12,2306065
1100.00,0.00,88.00,0.20,25.30,2021-07-12,2306065
1200.00,0.00,93.00,0.60,24.90,2021-07-12,2306065
1300.00,0.00,95.00,0.40,24.40,2021-07-12,2306065
1400.00,0.00,95.00,0.50,24.30,2021-07-12,2306065
1500.00,0.00,96.00,0.50,24.20,2021-07-12,2306065
1600.00,0.00,95.00,0.40,24.80,2021-07-12,2306065
1700.00,0.00,93.00,0.20,25.30,2021-07-12,2306065
1800.00,0.00,93.00,1.10,26.00,2021-07-12,2306065
1900.00,0.00,95.00,1.30,26.30,2021-07-12,2306065
2000.00,0.00,97.00,0.40,26.70,2021-07-12,2306065
2100.00,0.00,83.00,1.20,27.40,2021-07-12,2306065
2200.00,0.00,75.00,1.20,28.10,2021-07-12,2306065
2300.00,0.00,79.00,1.40,27.90,2021-07-12,2306065
0.00,0.00,69.00,1.70,29.40,2021-07-13,2306065
100.00,0.00,65.00,1.60,30.20,2021-07-13,2306065
200.00,0.00,76.00,1.60,29.30,2021-07-13,2306065
300.00,0.00,70.00,1.00,30.00,2021-07-13,2306065
400.00,0.00,68.00,1.10,30.60,2021-07-13,2306065
500.00,0.00,70.00,0.90,30.60,2021-07-13,2306065
600.00,0.00,72.00,0.80,29.90,2021-07-13,2306065
700.00,0.00,72.00,0.30,29.50,2021-07-13,2306065
800.00,0.00,78.00,0.40,28.60,2021-07-13,2306065
900.00,0.00,85.00,0.30,27.80,2021-07-13,2306065
1000.00,0.00,90.00,0.50,26.30,2021-07-13,2306065
1100.00,0.00,92.00,0.20,25.90,2021-07-13,2306065
1200.00,0.00,89.00,0.20,25.50,2021-07-13,2306065
1300.00,0.00,92.00,0.50,25.00,2021-07-13,2306065
1400.00,0.00,95.00,0.80,24.50,2021-07-13,2306065
1500.00,0.00,96.00,0.80,24.20,2021-07-13,2306065
1600.00,0.00,97.00,0.10,24.30,2021-07-13,2306065
1700.00,0.00,98.00,0.60,24.50,2021-07-13,2306065
1800.00,0.00,98.00,1.20,25.60,2021-07-13,2306065
1900.00,0.00,97.00,1.40,26.20,2021-07-13,2306065
2000.00,0.00,85.00,2.00,26.80,2021-07-13,2306065
2100.00,0.00,79.00,2.20,27.30,2021-07-13,2306065
2200.00,0.00,73.00,1.80,28.10,2021-07-13,2306065
2300.00,0.00,70.00,2.10,29.70,2021-07-13,2306065
0.00,0.00,70.00,1.90,30.90,2021-07-14,2306065
100.00,0.00,65.00,1.80,30.70,2021-07-14,2306065
200.00,0.00,64.00,2.20,31.20,2021-07-14,2306065
300.00,0.00,64.00,2.20,31.80,2021-07-14,2306065
400.00,0.00,69.00,1.60,31.30,2021-07-14,2306065
500.00,0.00,66.00,2.70,31.10,2021-07-14,2306065
600.00,0.00,63.00,1.80,31.50,2021-07-14,2306065
700.00,0.00,65.00,1.40,31.30,2021-07-14,2306065
800.00,0.00,67.00,1.50,30.80,2021-07-14,2306065
900.00,0.00,71.00,1.00,29.70,2021-07-14,2306065
1000.00,0.00,77.00,0.20,27.80,2021-07-14,2306065
1100.00,0.00,80.00,0.20,26.80,2021-07-14,2306065
1200.00,0.00,88.00,0.20,26.00,2021-07-14,2306065
1300.00,0.00,89.00,0.30,25.60,2021-07-14,2306065
1400.00,0.00,92.00,0.50,25.20,2021-07-14,2306065
1500.00,0.00,93.00,0.70,24.90,2021-07-14,2306065
1600.00,0.00,94.00,0.40,24.40,2021-07-14,2306065
1700.00,0.00,97.00,0.70,24.10,2021-07-14,2306065
1800.00,0.00,98.00,0.50,24.10,2021-07-14,2306065
1900.00,0.00,98.00,0.90,24.60,2021-07-14,2306065
2000.00,0.00,98.00,0.20,24.30,2021-07-14,2306065
2100.00,0.00,80.00,0.40,27.50,2021-07-14,2306065
2200.00,0.00,68.00,0.40,30.10,2021-07-14,2306065
2300.00,0.00,63.00,0.60,30.30,2021-07-14,2306065
0.00,0.00,61.00,1.00,31.70,2021-07-15,2306065
100.00,0.00,64.00,1.30,31.10,2021-07-15,2306065
200.00,0.00,55.00,2.10,31.90,2021-07-15,2306065
300.00,0.00,58.00,2.70,32.70,2021-07-15,2306065
400.00,0.00,54.00,2.90,32.40,2021-07-15,2306065
500.00,0.00,62.00,2.60,31.70,2021-07-15,2306065
600.00,0.00,61.00,2.40,31.00,2021-07-15,2306065
700.00,0.00,63.00,2.10,29.80,2021-07-15,2306065
800.00,0.00,69.00,1.60,29.60,2021-07-15,2306065
900.00,0.00,73.00,0.30,28.60,2021-07-15,2306065
1000.00,0.00,72.00,0.50,27.00,2021-07-15,2306065
1100.00,0.00,81.00,0.60,26.60,2021-07-15,2306065
1200.00,0.00,72.00,1.60,27.30,2021-07-15,2306065
1300.00,0.00,78.00,0.20,26.50,2021-07-15,2306065
1400.00,0.00,87.00,0.30,25.60,2021-07-15,2306065
1500.00,0.00,90.00,0.90,24.40,2021-07-15,2306065
1600.00,0.00,93.00,0.70,24.00,2021-07-15,2306065
1700.00,0.00,92.00,0.60,24.00,2021-07-15,2306065
1800.00,0.00,92.00,0.40,23.50,2021-07-15,2306065
1900.00,0.00,93.00,0.70,24.20,2021-07-15,2306065
2000.00,0.00,90.00,0.70,23.90,2021-07-15,2306065
2100.00,0.00,75.00,0.20,25.70,2021-07-15,2306065
2200.00,0.00,72.00,1.30,28.10,2021-07-15,2306065
2300.00,0.00,65.00,1.30,29.50,2021-07-15,2306065
0.00,0.00,61.00,1.50,30.80,2021-07-16,2306065
100.00,0.00,57.00,1.50,32.30,2021-07-16,2306065
200.00,0.00,52.00,1.20,32.90,2021-07-16,2306065
300.00,0.00,52.00,2.00,32.80,2021-07-16,2306065
400.00,0.00,56.00,2.10,32.70,2021-07-16,2306065
500.00,0.00,56.00,2.10,32.50,2021-07-16,2306065
600.00,0.00,56.00,2.60,32.70,2021-07-16,2306065
700.00,0.00,59.00,2.20,32.40,2021-07-16,2306065
800.00,0.00,60.00,2.30,31.30,2021-07-16,2306065
900.00,0.00,67.00,1.40,29.30,2021-07-16,2306065
1000.00,37.50,90.00,0.90,21.50,2021-07-16,2306065
1100.00,0.00,97.00,1.50,21.20,2021-07-16,2306065
1200.00,0.00,98.00,0.70,22.20,2021-07-16,2306065
1300.00,0.00,98.00,0.40,22.30,2021-07-16,2306065
1400.00,0.00,98.00,0.60,22.10,2021-07-16,2306065
1500.00,0.00,99.00,0.60,22.10,2021-07-16,2306065
1600.00,0.00,99.00,0.60,22.30,2021-07-16,2306065
