date,humidity,wind_speed,temperature,precipitation,region_id
2021-05-20,76.87,1.87,16.99,11.00,2304053
2021-05-21,83.33,1.48,15.70,1.00,2304053
2021-05-22,72.58,1.28,17.26,0.00,2304053
2021-05-23,64.29,1.56,18.65,0.00,2304053
2021-05-24,74.42,1.92,16.62,4.50,2304053
2021-05-25,75.33,2.32,14.89,0.00,2304053
2021-05-26,53.67,2.48,18.66,7.50,2304053
2021-05-27,86.67,2.00,14.74,36.00,2304053
2021-05-28,78.96,2.14,15.88,0.50,2304053
2021-05-29,77.00,1.22,15.23,0.00,2304053
2021-05-30,67.43,1.60,19.87,12.50,2304053
2021-05-31,67.27,1.50,20.10,0.00,2304053
2021-06-01,72.96,1.22,20.28,0.50,2304053
2021-06-02,65.46,1.23,22.96,0.00,2304053
2021-06-03,87.91,1.50,16.56,19.00,2304053
2021-06-04,64.83,2.35,18.81,0.00,2304053
2021-06-05,74.29,1.94,20.64,0.00,2304053
2021-06-06,70.21,1.53,21.70,0.00,2304053
2021-06-07,72.00,1.05,21.22,0.00,2304053
2021-06-08,75.71,1.20,22.40,0.00,2304053
2021-06-09,65.42,1.26,25.28,0.00,2304053
2021-06-10,71.79,2.39,22.97,14.00,2304053
2021-06-11,83.29,1.68,20.61,0.00,2304053
2021-06-12,79.62,1.31,21.70,0.00,2304053
2021-06-13,83.00,1.58,19.63,0.00,2304053
2021-06-14,74.29,1.10,21.61,0.00,2304053
2021-06-15,69.50,1.66,23.23,0.50,2304053
2021-06-16,55.71,2.14,24.70,0.00,2304053
2021-06-17,81.33,1.55,20.67,7.50,2304053
2021-06-18,90.88,1.28,19.48,1.50,2304053
2021-06-19,79.57,1.45,20.78,0.00,2304053
2021-06-20,75.58,1.87,22.00,0.00,2304053
2021-06-21,70.42,1.48,22.43,0.00,2304053
2021-06-22,64.88,1.53,23.01,0.00,2304053
2021-06-23,79.21,1.28,22.21,0.00,2304053
2021-06-24,77.25,1.22,22.50,0.00,2304053
2021-06-25,73.88,1.58,23.41,1.50,2304053
2021-06-26,77.71,0.94,22.88,0.00,2304053
2021-06-27,71.33,1.28,24.69,0.00,2304053
2021-06-28,79.42,1.26,24.83,0.00,2304053
2021-06-29,77.88,1.40,24.36,0.00,2304053
2021-06-30,75.88,1.19,24.92,0.00,2304053
2021-07-01,72.12,1.45,26.69,0.00,2304053
2021-07-02,60.83,1.75,27.67,0.00,2304053
2021-07-03,83.29,2.31,22.68,61.00,2304053
2021-07-04,90.04,1.59,21.24,1.00,2304053
2021-07-05,80.88,0.89,23.50,0.00,2304053
2021-07-06,76.21,1.12,25.25,4.50,2304053
2021-07-07,83.54,1.30,25.23,1.00,2304053
2021-07-08,79.25,1.40,24.81,0.00,2304053
2021-07-09,79.17,1.54,24.83,12.00,2304053
2021-07-10,81.50,1.45,25.47,0.50,2304053
2021-07-11,87.96,1.17,25.27,1.00,2304053
2021-07-12,81.04,1.11,27.46,0.00,2304053
2021-07-13,75.83,1.50,28.42,0.00,2304053
2021-07-14,74.92,1.79,29.19,0.00,2304053
2021-07-15,73.00,1.57,28.59,0.00,2304053
2021-07-16,72.96,1.55,27.64,9.00,2304053
2021-07-17,71.38,1.28,27.30,10.00,2304053
2021-07-18,69.50,1.56,28.35,0.00,2304053
2021-07-19,78.83,1.17,27.68,0.00,2304053
2021-07-20,76.88,0.95,29.12,0.00,2304053
2021-07-21,70.62,1.38,30.28,0.00,2304053
2021-07-22,70.83,1.46,29.81,0.00,2304053
2021-07-23,73.79,1.36,30.07,0.00,2304053
2021-07-24,70.67,1.52,30.51,0.00,2304053
2021-07-25,66.88,1.57,30.48,0.00,2304053
2021-07-26,68.83,1.47,30.09,0.00,2304053
2021-07-27,67.25,1.52,30.25,0.00,2304053
2021-07-28,76.92,1.45,29.42,0.00,2304053
2021-07-29,72.92,1.41,28.85,0.00,2304053
2021-07-30,69.75,2.05,29.90,0.50,2304053
2021-07-31,78.25,1.49,28.69,3.50,2304053
2021-08-01,90.50,1.11,26.24,18.50,2304053
2021-08-02,87.38,1.05,26.05,0.00,2304053
2021-08-03,79.33,1.28,28.66,0.00,2304053
2021-08-04,78.79,1.36,28.22,0.00,2304053
2021-08-05,75.00,1.53,29.47,0.00,2304053
2021-08-06,74.04,1.79,27.06,0.00,2304053
2021-08-07,74.62,1.55,28.02,0.00,2304053
2021-08-08,84.71,1.24,25.84,30.50,2304053
2021-08-09,66.43,1.60,28.99,0.00,2304053
2021-08-10,80.61,1.54,26.90,0.00,2304053
2021-08-11,80.58,1.28,27.40,0.00,2304053
2021-08-12,76.42,1.16,27.17,0.00,2304053
2021-08-13,77.62,1.07,27.06,0.00,2304053
2021-08-14,69.67,1.71,26.56,0.00,2304053
2021-08-15,69.17,1.59,27.41,0.00,2304053
2021-08-16,71.17,1.44,26.94,0.00,2304053
2021-08-17,81.50,1.21,24.48,10.50,2304053
2021-08-18,71.17,1.57,24.84,9.50,2304053
2021-08-19,73.83,1.38,25.43,2.50,2304053
2021-08-20,76.50,1.76,26.25,4.00,2304053
2021-08-21,90.04,2.21,24.03,44.50,2304053
2021-08-22,87.92,1.40,24.36,0.00,2304053
2021-08-23,91.83,1.90,22.35,18.00,2304053
2021-08-24,93.21,1.97,24.96,5.50,2304053
2021-08-25,89.88,1.65,24.92,0.00,2304053
2021-08-26,89.46,1.68,25.43,0.50,2304053
2021-08-27,94.67,0.71,21.15,1.00,2304053
2021-08-28,86.38,1.24,23.67,1.50,2304053
2021-08-29,91.12,1.06,23.43,0.00,2304053
2021-08-30,87.00,0.89,24.13,0.00,2304053
2021-08-31,95.92,1.68,19.62,64.00,2304053
