date,humidity,wind_speed,temperature,precipitation,region_id
2021-06-29,85.08,0.68,23.09,22.00,2309071
2021-06-30,84.00,0.58,23.61,7.00,2309071
2021-07-01,76.25,0.80,26.00,0.00,2309071
2021-07-02,64.83,1.21,26.49,0.00,2309071
2021-07-03,88.33,2.08,22.53,68.50,2309071
2021-07-04,95.33,1.20,21.02,2.00,2309071
2021-07-05,83.83,0.46,23.29,0.00,2309071
2021-07-06,80.50,0.53,25.34,0.50,2309071
2021-07-07,86.17,0.54,25.81,1.00,2309071
2021-07-08,81.75,0.90,25.54,0.00,2309071
2021-07-09,82.29,0.93,24.88,9.00,2309071
2021-07-10,85.46,1.29,25.84,0.50,2309071
2021-07-11,92.83,0.66,25.09,0.50,2309071
2021-07-12,83.91,0.48,27.42,0.00,2309071
2021-07-13,82.33,0.72,27.52,0.00,2309071
2021-07-14,78.29,1.08,28.50,0.00,2309071
2021-07-15,73.83,1.06,28.71,0.00,2309071
2021-07-16,77.71,0.95,27.70,14.00,2309071
2021-07-17,80.75,0.79,26.68,4.00,2309071
2021-07-18,75.29,0.75,27.93,0.00,2309071
2021-07-19,81.62,0.70,26.64,0.50,2309071
2021-07-20,78.96,0.55,28.43,0.00,2309071
2021-07-21,68.12,0.87,29.50,0.00,2309071
2021-07-22,69.54,0.95,29.67,0.00,2309071
2021-07-23,71.08,0.80,29.71,0.00,2309071
2021-07-24,68.25,0.97,30.05,0.00,2309071
2021-07-25,61.75,1.18,30.05,0.00,2309071
2021-07-26,62.17,0.85,29.78,0.00,2309071
2021-07-27,65.67,0.96,30.20,0.00,2309071
2021-07-28,77.33,0.72,29.16,0.00,2309071
2021-07-29,69.75,0.78,28.68,0.00,2309071
2021-07-30,68.96,1.37,30.25,0.00,2309071
2021-07-31,74.67,0.78,28.66,0.00,2309071
2021-08-01,92.50,0.62,26.03,15.00,2309071
2021-08-02,87.50,0.64,25.61,0.00,2309071
2021-08-03,78.42,0.78,28.40,0.00,2309071
